id_monitoreo_ruta,id_despacho,ubicacion_actual,velocidad,temperatura_carga,combustible_restante,estado_compartimento,timestamp_registro,distancia_recorrida,tiempo_transcurrido
8fd5e704-a4f6-406b-a533-c9a3bf8f7072,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.8508,-76.666244)",76.8,-5.5,16.26,abierto,2025-05-04T12:29:29.667991,77.18,1:44:00
b5c487d5-2a90-4233-a98a-1f2fa3cde9af,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.432339,-76.467467)",116.95,-0.2,31.91,cerrado,2025-05-04T09:46:29.667991,388.37,7:36:00
472baaf9-19d9-49b4-bf6d-94997f102336,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.949904,-76.609913)",4.75,-1.0,1.88,abierto,2025-04-30T02:23:29.667991,214.02,5:17:00
31869d0d-0cc9-4aea-9718-c6f6b29ad0da,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.059129,-76.462207)",17.57,-7.3,25.18,cerrado,2025-05-03T23:46:29.667991,437.11,9:53:00
4e7fbbc9-7016-4f99-ae65-c13bdcff2160,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.340844,-76.062244)",49.57,-4.3,82.52,cerrado,2025-05-04T19:44:29.667991,177.44,2:59:00
d820c0c4-7f1a-44d2-aeca-e996e2cc2ac8,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.353736,-76.115484)",112.61,-3.7,10.09,cerrado,2025-05-04T08:41:29.667991,198.61,3:44:00
d7f02869-0424-40b6-b7cf-24d2ae954d12,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.440031,-76.246137)",86.44,7.0,76.58,cerrado,2025-05-04T08:25:29.667991,222.31,9:56:00
5a0f56ad-10b9-4d7a-b558-ad696ec13ab5,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.896764,-76.479272)",24.9,-5.5,18.07,abierto,2025-05-01T13:32:29.667991,59.26,9:09:00
8c5e267a-fe14-4870-a6d3-e6ad154a58e9,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.563375,-76.034663)",79.68,9.3,43.37,abierto,2025-04-28T18:24:29.667991,447.61,0:35:00
81ce48a8-371e-4652-9eed-4d1e19018876,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.361105,-76.739047)",27.45,-2.1,90.91,cerrado,2025-04-29T18:49:29.667991,46.12,7:27:00
c1df5115-91fd-4cbd-abb6-e2518c2a6a03,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.722132,-76.114672)",41.42,-3.2,97.41,abierto,2025-04-28T15:04:29.667991,119.64,0:06:00
a411ad5d-289c-41eb-8542-21b3fe44d383,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.533795,-76.125126)",45.79,6.7,20.07,abierto,2025-04-29T05:23:29.667991,218.62,0:08:00
5e8ec640-a4d9-4537-a962-1dac409b2721,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.388387,-76.904932)",22.17,5.9,82.66,abierto,2025-05-01T17:17:29.667991,243.8,5:28:00
d3901de4-4f14-4daf-9efb-257a03482083,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.824068,-76.033441)",111.73,0.1,52.31,cerrado,2025-04-28T15:08:29.667991,131.41,1:26:00
f57944f7-3370-4a35-89b0-6b1d5be0d23e,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.236282,-76.902838)",100.57,4.1,29.16,cerrado,2025-04-28T04:47:29.667991,302.64,1:38:00
24d18554-d16e-4f90-a98a-091251ce3d82,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.049333,-76.057782)",39.62,2.1,9.95,cerrado,2025-05-04T15:56:29.667991,134.05,6:08:00
b8c0cbfc-6b2a-465b-a46c-01ded6c17929,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.882939,-76.726953)",46.12,-4.8,48.44,abierto,2025-04-29T16:00:29.667991,328.11,2:29:00
0e99d2e5-afe2-42b7-aed9-6613d92edca4,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.172682,-76.240489)",2.53,8.8,23.74,abierto,2025-05-04T00:39:29.667991,111.68,4:52:00
21f40767-39eb-4432-bd8b-d1b44590c319,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.800118,-76.622756)",3.13,1.5,63.1,cerrado,2025-05-01T23:32:29.667991,272.45,9:36:00
a5eb6620-9cf2-4c9e-be2c-5013af49e2c7,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.389256,-76.347126)",0.32,0.9,49.88,cerrado,2025-04-29T21:04:29.667991,409.76,2:10:00
63879665-8b50-4fdb-b2b3-afe6801db2d8,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.389241,-76.972684)",94.68,8.6,8.91,abierto,2025-05-02T01:44:29.667991,477.26,8:39:00
de3a865e-786d-4529-8306-d45b047b986b,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.023375,-76.666201)",105.82,1.0,95.04,abierto,2025-05-01T22:07:29.667991,164.43,5:30:00
5c2597ac-8211-45f5-8964-9be0e747b575,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.516451,-76.619467)",14.15,-3.4,68.03,cerrado,2025-05-03T09:01:29.667991,220.94,8:51:00
e39244a7-fda9-4fe0-9000-83a749b396de,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.578506,-76.810082)",98.21,5.4,89.11,cerrado,2025-04-29T21:15:29.668991,12.58,1:03:00
a7bbecda-f41f-4562-b400-9bf3272482dc,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.963936,-76.090714)",75.19,-2.0,51.98,abierto,2025-04-28T15:02:29.668991,349.32,2:15:00
984d7723-4ebf-4e71-bc6f-feabd6a8a7ce,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.251042,-76.091997)",87.72,6.6,72.48,abierto,2025-04-30T03:37:29.668991,128.73,7:25:00
5f1a8615-4a4e-4a5b-a53f-2f41c178240b,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.192792,-76.868163)",56.24,-3.6,69.16,abierto,2025-04-28T00:50:29.668991,324.31,1:38:00
e3e83484-f4d4-4f73-a97d-f372d9e847a7,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.324787,-76.490667)",77.18,-3.2,50.32,cerrado,2025-04-29T15:40:29.668991,328.57,5:57:00
8712ddaf-0439-4c61-847f-dab5c4b58d8f,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.621226,-76.943492)",92.06,6.7,10.33,abierto,2025-05-04T01:17:29.668991,407.1,1:53:00
2b46d769-21a4-4e7c-b1d5-05417bd5e9e9,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.922963,-76.461729)",3.08,-1.4,58.93,cerrado,2025-05-02T01:28:29.668991,53.79,6:37:00
9728aadd-a06a-49b0-b465-6408b203c815,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.05825,-76.620573)",28.95,-4.5,3.0,cerrado,2025-05-01T15:40:29.668991,363.75,7:17:00
e5b191a8-1c14-461e-8fb7-4db6f2d548c6,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.618445,-76.636617)",80.36,9.7,58.77,abierto,2025-05-02T21:26:29.668991,323.21,5:21:00
d214fb2f-34c9-4209-8056-f111ae315558,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.841949,-76.933165)",29.39,-2.2,84.95,abierto,2025-05-01T18:55:29.668991,219.76,3:47:00
1b9d920a-6635-4e2d-bfe4-bf3d430370dc,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.372381,-76.575713)",73.23,-6.8,98.53,cerrado,2025-05-03T23:28:29.668991,142.35,4:24:00
649a5bfb-4b34-42b8-b2f2-b534b9cb9880,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.73837,-76.505912)",30.19,-1.1,15.46,abierto,2025-04-30T11:52:29.668991,271.66,9:18:00
335a28ac-b31c-4df6-a46d-021f0af96e79,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.089163,-76.393587)",40.22,-9.8,8.88,cerrado,2025-05-01T11:14:29.668991,245.31,1:38:00
43bf02b7-9222-48b7-ac72-77edbb178e70,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.489999,-76.585917)",66.6,-6.6,79.46,cerrado,2025-04-29T08:49:29.668991,469.5,9:13:00
4e5b975b-638f-4f1d-b9ec-c1c58f5b8096,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.264259,-76.904174)",67.84,-9.6,45.64,abierto,2025-04-30T19:01:29.668991,74.55,7:42:00
b7708591-fda1-4c9d-82c5-e971b0f7d866,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.85027,-76.286862)",46.95,-1.8,55.29,abierto,2025-04-30T22:48:29.668991,169.29,6:30:00
a001f071-4a01-44f9-bbc4-50558a3b6cab,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.330756,-76.572057)",96.5,-6.1,74.96,cerrado,2025-05-01T07:29:29.668991,300.16,6:53:00
544c0123-17a8-465b-8a4b-0e8b17c69ff8,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.000355,-76.329901)",111.88,9.0,91.63,cerrado,2025-04-28T04:23:29.668991,135.98,1:19:00
28b90b29-bc48-474b-86f7-1e1217d8f098,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.011578,-76.203491)",72.33,-2.8,61.22,abierto,2025-04-28T07:42:29.668991,170.93,2:30:00
4754b250-103e-4d96-ab43-7e548955cac3,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.548246,-76.066659)",104.07,-9.6,97.4,abierto,2025-04-30T11:36:29.668991,32.83,1:22:00
f9b23853-6d89-4030-826c-6c5f880fa21c,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.431617,-76.699532)",115.5,6.6,71.43,abierto,2025-04-29T21:35:29.668991,343.58,8:05:00
78285c08-e17b-45af-ac5b-def2bc2897eb,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.007373,-76.073893)",5.98,0.7,10.24,abierto,2025-04-29T12:53:29.668991,393.43,5:57:00
45dd04d8-3cc5-4849-8f4b-2341206d20e6,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.164489,-76.744487)",63.29,-5.9,15.47,abierto,2025-05-04T14:31:29.668991,282.25,6:46:00
73462906-7b48-4e8b-8903-339794b8e5c1,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.54253,-76.232958)",22.54,-5.5,65.31,cerrado,2025-05-01T20:20:29.668991,81.15,7:20:00
a8c55075-547f-4107-b3a4-778f049f8be0,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.756816,-76.118834)",12.3,-7.6,11.88,abierto,2025-05-04T04:34:29.668991,460.09,6:03:00
719626f0-af07-4d52-a7a2-b0917dd0cb6e,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.20546,-76.349083)",93.58,-5.6,48.9,abierto,2025-04-29T14:25:29.668991,286.75,1:13:00
67c887f3-5d89-4786-8c75-fa89f7ca854e,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.222731,-76.898399)",92.18,-3.8,23.75,cerrado,2025-05-02T02:03:29.668991,454.27,4:36:00
93103bbf-5557-4d7a-8e23-4aaa5f3bc32b,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.228895,-76.211912)",31.75,-4.3,90.62,cerrado,2025-05-02T20:52:29.668991,252.13,6:13:00
7b0e5b1d-928c-4aac-9be2-e6c86b93b569,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.020634,-76.897374)",77.72,-8.7,81.08,abierto,2025-04-28T13:50:29.668991,310.72,7:28:00
3f2f05b8-df08-4162-8151-e7dc176d1936,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.800705,-76.713425)",46.89,-7.3,5.81,cerrado,2025-05-01T12:59:29.668991,182.73,8:28:00
b2b55d3c-7042-4487-a026-fa963774d32a,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.443241,-76.111787)",47.07,-2.1,64.97,cerrado,2025-04-28T14:33:29.668991,479.89,7:18:00
e1fc97c3-f5dc-4538-b419-2a6d41212567,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.739185,-76.576793)",73.13,2.5,23.39,cerrado,2025-05-03T23:23:29.668991,445.37,8:16:00
d17ec7ba-3f4f-41cd-a145-ee2341361fd8,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.495542,-76.386902)",31.43,9.4,14.38,cerrado,2025-04-29T19:25:29.668991,411.1,2:02:00
cfcd2080-4d71-4137-8f42-6b87f0f9bf3d,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.217159,-76.71108)",62.06,9.0,16.93,abierto,2025-05-02T10:58:29.668991,373.22,2:14:00
ab7a1e1c-131e-4a1c-8d57-314d4bce548d,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.171903,-76.765871)",94.14,10.0,77.05,abierto,2025-05-02T08:52:29.668991,246.81,5:01:00
87db3779-7ec5-48ad-a9fa-acacd30464a3,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.153253,-76.742319)",90.47,1.7,88.82,cerrado,2025-04-28T18:08:29.668991,164.37,4:47:00
4abf6f3b-6ecf-4552-ad27-3a03aa497702,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.05663,-76.479472)",14.84,-9.7,1.57,abierto,2025-05-03T05:50:29.668991,463.66,4:44:00
056f2244-c01c-4e15-9f75-c67714650370,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.730611,-76.185031)",68.47,5.0,74.61,cerrado,2025-04-30T22:12:29.668991,210.79,8:40:00
e1c6f4e0-e5ed-430f-9a02-c15e33da37ff,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.102535,-76.823015)",62.75,4.1,1.45,abierto,2025-05-01T23:42:29.668991,381.15,5:55:00
85128110-271d-4e34-b568-266ed2fef7c9,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.140569,-76.449087)",112.7,8.2,94.15,cerrado,2025-05-03T09:50:29.668991,220.51,5:30:00
13f86e74-a7d2-4cac-ad75-aadca940e56d,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.440416,-76.78279)",66.29,7.6,62.86,cerrado,2025-05-01T22:16:29.668991,96.59,1:33:00
fa3d7d64-79ff-45c0-9330-8b65e0b68875,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.13739,-76.686199)",94.7,-3.6,40.95,cerrado,2025-04-29T17:08:29.668991,251.25,9:45:00
a0986e4a-06dc-41a8-8ac9-8322ba800b47,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.608218,-76.791332)",86.61,7.3,96.44,abierto,2025-04-30T04:46:29.668991,121.14,6:49:00
2320f5a2-2832-496e-b8cb-ea7f8dbaa288,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.317583,-76.507522)",10.09,4.9,57.85,cerrado,2025-05-02T07:21:29.668991,174.48,1:41:00
234c9311-bbe7-4e96-b02c-fbec8bcacff6,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.189871,-76.285018)",34.39,-6.0,58.77,abierto,2025-04-29T19:19:29.668991,111.95,8:55:00
69d4cdda-a5eb-4171-bba2-ee6ebd6c146f,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.156821,-76.437736)",100.36,9.9,98.0,cerrado,2025-05-03T02:04:29.668991,496.33,6:40:00
142e233e-d502-42ca-b848-636f6e3833a7,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.356495,-76.769916)",63.57,-0.5,97.0,abierto,2025-05-02T08:44:29.668991,249.13,7:11:00
ae0351ff-41b3-42f8-b8e3-7bec945d69a9,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.906147,-76.492699)",95.0,-7.4,84.03,abierto,2025-05-02T23:40:29.668991,324.15,9:22:00
b8e3b5ba-4505-4cc4-8764-d4ddc5a0110d,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.037259,-76.333585)",100.08,-9.3,26.54,abierto,2025-05-01T16:58:29.668991,312.02,1:37:00
4fa88735-2609-4823-9498-4e0e150c9d34,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.742267,-76.789017)",0.89,-0.8,57.88,abierto,2025-05-03T20:03:29.668991,399.71,4:06:00
547d77c5-a8a0-4cc5-bbb4-db6605b52bbb,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.013644,-76.558749)",119.94,-10.0,9.92,cerrado,2025-04-30T22:23:29.668991,397.41,8:45:00
ac4756fe-812a-4ad1-a98d-b0606eddb2d1,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.344939,-76.349277)",5.52,4.6,25.33,cerrado,2025-04-28T18:43:29.668991,82.76,3:18:00
490456bf-5950-45d5-bd86-18a8dfcb0fae,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.43965,-76.58567)",64.98,5.6,50.55,cerrado,2025-05-03T01:50:29.668991,433.48,9:11:00
3e1129c1-d4b4-4c56-9d52-3d86de2c2f83,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.306077,-76.36079)",45.96,-1.7,80.0,cerrado,2025-05-04T09:28:29.668991,126.83,1:46:00
fb8408c7-1a69-4b73-b782-1485dcb41971,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.434438,-76.175685)",70.71,-2.2,11.48,abierto,2025-04-30T09:22:29.668991,180.07,1:10:00
1df2cc78-ca17-43b7-8fc4-aa8c588ca38b,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.329035,-76.848867)",20.16,1.5,65.43,abierto,2025-05-03T19:58:29.668991,451.45,4:04:00
24ef4063-01eb-48b2-b238-f89a27c3a4e2,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.08329,-76.588979)",79.19,8.9,41.0,abierto,2025-05-03T12:47:29.668991,334.3,8:14:00
bfbaef3a-e664-4f7f-b96a-b53fbc4844bc,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.082532,-76.137167)",113.28,-4.8,97.39,abierto,2025-05-04T13:31:29.668991,399.16,8:43:00
5d48b4dc-36f6-46d3-98e9-bea01f001d74,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.719651,-76.425462)",63.15,0.4,49.02,abierto,2025-05-04T15:24:29.668991,171.21,6:22:00
6b60614d-b216-4b3e-b327-8df48354c5ed,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.002574,-76.55092)",60.61,1.2,82.33,abierto,2025-05-03T03:59:29.668991,81.25,3:02:00
f61f7736-6415-4f73-9c30-0a938b4b87b6,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.99089,-76.268925)",43.2,-7.1,32.18,abierto,2025-05-03T00:06:29.668991,399.81,1:07:00
1e4309b6-823a-48ad-9e03-a47b006d0359,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.286544,-76.963464)",5.34,-5.2,65.08,cerrado,2025-04-28T17:42:29.668991,137.27,3:47:00
ea0a51ab-d74a-4184-a91b-9d1a67674cea,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.048342,-76.895141)",60.88,-1.8,74.59,abierto,2025-05-01T22:53:29.668991,18.36,6:19:00
459f1d04-8904-4bd3-854b-7cd5446d3a66,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.355153,-76.887299)",116.34,-1.9,70.66,abierto,2025-04-28T20:28:29.668991,196.57,7:25:00
f73e846f-e238-4ccf-9d05-fa8adfbd1e04,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.777035,-76.291731)",77.64,3.0,70.51,cerrado,2025-04-30T13:59:29.668991,44.2,5:29:00
c60eea17-9d56-4470-91fc-61fe12a1788b,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.278546,-76.157003)",82.82,-0.3,51.76,cerrado,2025-04-29T06:09:29.668991,449.73,6:39:00
a7667e00-e6ad-4ddc-8669-31772f22a53f,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.439774,-76.286117)",41.35,9.7,25.66,abierto,2025-04-28T07:49:29.668991,9.47,7:25:00
41d237d0-5e49-4679-b39f-b49c3802ab8a,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.810912,-76.803228)",17.2,-9.2,3.39,cerrado,2025-04-28T09:18:29.668991,43.36,2:04:00
7b8a63fd-4042-4c04-ac49-636e14e55012,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.295083,-76.037259)",70.01,-5.1,0.01,cerrado,2025-04-28T23:48:29.668991,57.09,2:03:00
cf9dda23-7639-4bb5-bfba-4077a7963267,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.281522,-76.664859)",50.78,9.9,12.58,abierto,2025-05-01T07:29:29.668991,404.95,9:56:00
e0c06143-6750-42f3-be8e-02683d05b4f3,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f,"(-11.036402,-76.626824)",79.43,-5.8,14.06,abierto,2025-05-04T12:24:29.668991,228.25,6:59:00
169ad68a-98d6-4d91-8bde-d9d2a1244842,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.805322,-76.883239)",68.04,-3.7,74.88,abierto,2025-05-03T09:51:29.669991,381.3,2:36:00
28a457eb-c9af-4cf3-8717-8236f094bf54,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.416957,-76.13392)",37.03,9.7,47.08,cerrado,2025-05-03T17:27:29.669991,436.82,3:41:00
2b2cb25d-3dd8-490c-8c47-02717aee1603,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.802912,-76.238733)",3.95,-1.0,76.66,abierto,2025-05-02T10:56:29.669991,454.26,3:45:00
ee776dca-05ea-48a5-84fd-7fa6a3779338,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.904398,-76.123731)",91.23,-9.6,65.44,abierto,2025-04-29T08:11:29.669991,197.67,4:29:00
029a1ba7-0ccb-4e08-be01-661f41691b90,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c,"(-11.652668,-76.134848)",90.09,-4.3,11.94,cerrado,2025-05-02T14:27:29.669991,197.36,3:21:00
c8dbd629-7464-458f-b54b-7ce8c53adacd,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.176264,-76.156083)",29.95,1.0,47.11,cerrado,2025-04-30T13:35:29.669991,151.57,6:40:00
75382fd2-5496-4a9b-884d-dc4d25b6ad65,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.532699,-76.399742)",18.01,-4.8,29.5,cerrado,2025-04-30T17:36:29.669991,170.59,8:32:00
67616a71-be87-47b2-8b16-b07acc4aef9f,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.027511,-76.951495)",69.83,-2.8,59.59,cerrado,2025-05-02T05:38:29.669991,128.76,7:51:00
e1469638-4f22-401f-b4af-ce05f304ccd6,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b,"(-11.273836,-76.049264)",18.91,-7.3,90.88,cerrado,2025-05-04T18:32:29.669991,94.41,6:07:00
ce306cd0-26aa-4374-890b-5ecde653fc8f,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.494246,-76.722625)",110.97,-9.7,13.37,abierto,2025-05-02T15:28:29.669991,479.14,7:36:00
53768154-69c9-4600-b5f4-148364e322b2,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.092483,-76.099714)",114.76,-2.4,88.74,abierto,2025-04-29T08:35:29.669991,9.72,5:17:00
0c92dd16-477d-4027-9174-036d41ffe46f,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.51502,-76.125944)",57.67,1.9,58.02,cerrado,2025-04-30T09:43:29.669991,233.32,3:05:00
27923eeb-17e4-4bc8-bdc1-4dc3d10a69a7,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f,"(-11.265355,-76.341074)",42.1,-6.9,14.95,cerrado,2025-05-02T05:05:29.669991,283.23,5:38:00
fa0d617f-59aa-48c8-97f6-2685c53d9414,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d,"(-11.371174,-76.919247)",14.19,-1.4,50.49,cerrado,2025-04-28T04:10:29.669991,38.96,6:32:00
9320e1e4-5520-47f7-8715-affc0f216062,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e,"(-11.144544,-76.374402)",3.23,-3.2,84.48,cerrado,2025-04-29T12:32:29.669991,282.66,4:10:00
6bf03878-eac6-4e77-af1b-c1f17613ff23,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a,"(-11.191994,-76.242029)",107.54,-1.5,14.47,abierto,2025-04-30T11:38:29.669991,124.3,9:48:00
79526982-23b0-4461-9e91-f51753b5f2f2,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a,"(-11.115852,-76.34696)",86.24,-2.8,39.02,abierto,2025-04-28T11:47:29.669991,202.73,0:24:00
35c5242a-1733-41a9-bbdd-f408ed1c6963,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e,"(-11.33297,-76.292213)",32.01,3.7,7.52,abierto,2025-04-29T06:37:29.669991,111.97,2:34:00
beb9066f-7c08-474e-86ee-8562546b416d,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d,"(-11.340375,-76.328583)",97.3,-4.5,22.81,cerrado,2025-04-29T20:53:29.669991,269.93,6:05:00
