id_detalle_entrega,id_entrega,id_detalle_carga,cantidad_entregada,cantidad_rechazada,motivo_rechazo,fecha_creacion,fecha_actualizacion
dbb71e30-9cc1-49e6-8b3d-028d16ab7c77,276af809-9fd6-4b4c-8f5d-f7b1bcd950bb,e5ac5a71-6ee8-4adf-8e3f-c61f55761775,178,0,NULL,2024-02-16 21:36:21,2024-02-16 21:36:21
5080f154-9db6-4c41-81ce-c80b85382941,5706db6e-e683-45b9-9a41-1af01c33214e,a529314d-e69d-4f18-8b29-62f4f1b76727,2,0,NULL,2024-12-23 02:30:01,2024-12-23 02:30:01
3c9b4e91-bc33-4417-800b-01ef4d0b29ba,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,ed151144-1d8d-4ecd-bc48-d30198115d45,11,0,NULL,2024-02-11 05:11:08,2024-02-11 05:11:08
e377a6eb-6963-4f43-ac08-0255818709f3,4c5d99ca-246a-4e49-9688-487d2769cfeb,89cd01d2-f7b9-4c0a-9f8d-bc02534c8b16,24,12,Producto con daño visible,2024-11-03 14:45:21,2024-11-03 14:45:21
628c82b2-58c9-4a83-9326-c4387a31344f,a2ac9b88-f612-4c62-a726-89d708872234,e9d073b8-f371-48e9-b975-2da44e9003dc,190,0,NULL,2024-07-03 21:39:50,2024-07-03 21:39:50
56de8ee9-23cb-4101-bcd3-5e4a367cdbb3,2649ec19-876e-4bad-99c2-5a6118102e42,1910b2e7-96a5-4039-bf70-0e6770f607cd,127,0,NULL,2024-10-09 12:13:16,2024-10-09 12:13:16
2de6af49-b083-4235-8f7e-dba2412d629e,01fa8bf9-4c1e-42c5-bf27-62503bdd268c,300979bc-0315-44e5-8511-9517caf08e67,109,33,Cantidad incorrecta,2024-01-27 11:48:37,2024-01-27 11:48:37
9e5df874-7e18-4fb3-991f-66db80bb959c,c41c1270-1fa4-4385-99e8-557b5b946a31,de5ef3d3-769b-4316-92ff-b6aab62c9517,163,33,Etiquetado incorrecto,2024-10-01 19:58:56,2024-10-01 19:58:56
ce728fdf-7fd0-4d5d-acb5-7dbf6ef2c139,1f04b2c5-0d56-43d8-8e9e-af24abb2e430,f9ca7d8f-ac03-47ba-9f9e-de06ed09b5b1,192,0,NULL,2024-08-11 22:19:24,2024-08-11 22:19:24
572edf86-95d3-4066-99a4-98ff780b63e3,ad73031f-aa1e-4f7f-960e-9ae463917032,9a932f7f-3961-4ea2-8578-d56ce403013a,186,0,NULL,2024-07-18 17:41:09,2024-07-18 17:41:09
8f893e8f-b026-4acc-b8bf-2128d40b0807,e49ce3e7-d79f-4590-8d7d-2e76518703ff,4499e9af-e6c5-4ce1-bca2-c0a3d65505df,49,0,NULL,2024-10-22 19:14:19,2024-10-22 19:14:19
7cdf67db-5c06-49bf-8742-9632176593b6,5a820f35-f757-4794-91d7-85b7d1e2d2e8,afa1bd49-a6a7-48b8-b3e7-1691387efdc7,111,0,NULL,2024-01-12 07:16:37,2024-01-12 07:16:37
29380249-e92a-47dc-85d1-700db3f810aa,c906dd42-994d-47bf-ae98-862acef39d0b,4ddde125-3768-4e6e-a6bc-6c9ae935ac7a,104,0,NULL,2024-01-27 09:31:01,2024-01-27 09:31:01
2af1d7ce-08c0-49cf-8e0b-c29f8fa59073,c41c1270-1fa4-4385-99e8-557b5b946a31,b6449852-3743-42dd-b826-43436244fcc5,6,1,Falta de garantía,2024-01-04 11:36:49,2024-01-04 11:36:49
26df249f-f438-4632-affa-4ca9016d46bb,14c59058-db0c-4de2-9bd2-79138faecb02,a529314d-e69d-4f18-8b29-62f4f1b76727,138,0,NULL,2024-05-07 20:40:19,2024-05-07 20:40:19
df0d11a7-fef5-4dc9-b3b0-0cd735061398,bd5f37d0-49a4-4757-8e32-f1452c7251e9,afce079f-d7cf-4cee-aabd-ed55fd21c349,194,0,NULL,2024-07-19 04:41:18,2024-07-19 04:41:18
b4ecd88d-8616-4173-adbc-a4a74dbc3ef1,fc296a7f-06fe-4030-b7d5-edba2516ca0d,85ab6858-aa05-44a2-a2d1-7ac01ccde1fb,41,0,NULL,2024-05-05 14:16:30,2024-05-05 14:16:30
64255dee-051a-45de-9285-cbced4baac60,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,c0f729f3-b413-4ca1-8e1b-2a4d5dbd3069,181,68,Etiquetado incorrecto,2024-09-29 20:50:07,2024-09-29 20:50:07
fde69716-1828-496a-ad72-6f76029f8db4,ccd81258-963a-4ca1-9602-4ec9e15d6a1c,b6449852-3743-42dd-b826-43436244fcc5,100,0,NULL,2024-02-27 07:49:36,2024-02-27 07:49:36
673bbd9d-05af-451e-a537-159db0074ad8,0be903e8-2306-4498-8583-e8bbbc51a380,2853649e-cc72-4abf-83a5-2839628df536,138,0,NULL,2024-01-09 08:27:24,2024-01-09 08:27:24
d6c2503b-1739-437e-803f-2cef177ff1fc,a22cedaf-04e2-4a23-9869-8b0b9f1f7fec,432bd626-928b-45ec-9b39-6f0519fab1fb,151,0,NULL,2024-11-20 15:59:53,2024-11-20 15:59:53
e55ce283-938e-4f18-a312-708cd736d88a,92379c65-123c-40e6-a4f8-da49ae0cedc5,21fc6de8-fada-44d5-b2e3-7c255d9106b8,56,0,NULL,2024-10-25 22:33:46,2024-10-25 22:33:46
a0541d37-b443-47fc-b808-38b4ce07ecb8,e32e3caf-9c59-42a2-9c58-8efefaeec0c0,03104ff7-18f9-4ffe-bc49-af104b515b16,50,20,Falta de garantía,2024-01-10 19:46:18,2024-01-10 19:46:18
1be58391-d5f6-4b93-a306-fbc5b228af39,cdce020b-bd00-491d-a060-6b190589bd28,46d85793-746a-4d25-9078-d1a3b40d8dd4,5,0,NULL,2024-05-16 03:24:28,2024-05-16 03:24:28
ed5ce256-9510-4eaf-b22b-9219cec5bd40,0be903e8-2306-4498-8583-e8bbbc51a380,6e796e3f-b37c-4267-8f1d-ec7f5753a529,31,0,NULL,2024-04-13 00:12:36,2024-04-13 00:12:36
b1db14f5-20b5-4f0d-b312-3d1fe76f9a23,c41c1270-1fa4-4385-99e8-557b5b946a31,19d299b6-6def-419b-a201-7b99bfd4352a,142,0,NULL,2024-10-31 15:42:08,2024-10-31 15:42:08
91649af5-38cb-4787-a7c5-b0027af1867f,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,57ec85f2-f51b-48f2-a6a7-3fd6908a34ea,161,30,Especificaciones no cumplidas,2024-09-06 11:25:41,2024-09-06 11:25:41
79716d52-a91b-4d13-a49a-d18838ea1e94,e8ba0dfb-a33e-46f6-82a9-966b2e9ad057,21d099f6-11d3-4cb9-98f7-274a9dfd9208,114,0,NULL,2024-08-29 16:17:31,2024-08-29 16:17:31
ef663933-b3f4-43d3-a7f8-f949abfb1bee,0f9dd57e-d13a-444d-b942-8ff645b714c2,0c9a4ce6-454b-40cf-bbd1-2459a540217d,49,5,Especificaciones no cumplidas,2024-07-06 03:02:58,2024-07-06 03:02:58
7b87413b-ffbd-471d-a8e3-66f8128db953,9789eca8-6458-463c-8ffb-8115f0793a07,f02080bf-e153-4857-8692-5e132d83bab6,77,0,NULL,2024-02-20 00:37:41,2024-02-20 00:37:41
f6dc7eab-5f2b-4481-92c3-04f5577dcfd4,13638621-08c3-4254-bbd2-43374c6c7d3d,e38450bb-fa01-46fc-a0d6-a14bd9d69a71,29,0,NULL,2024-02-01 16:54:08,2024-02-01 16:54:08
60276c39-a007-4b74-876d-596bab92407b,4909d4fe-b54e-4580-9184-40f3240658e1,75d9ae03-3ccd-4397-a14f-434574e4c0ca,171,0,NULL,2024-05-27 18:12:51,2024-05-27 18:12:51
951d6d6f-4948-45c1-9a97-05b9faeb4e41,0315b42b-b771-43ab-b926-ccd54d24d663,331e3813-f6ad-4c37-ac0f-ba6bf916df0a,116,22,Temperatura fuera de rango,2024-11-10 03:26:25,2024-11-10 03:26:25
64e3b036-69a9-40dd-a192-9b2a7ae80cc3,5ce78015-ba5a-4f86-9a1a-cf0f8e290aeb,0c9a4ce6-454b-40cf-bbd1-2459a540217d,197,0,NULL,2024-12-21 18:26:32,2024-12-21 18:26:32
a4194fed-a0d9-4e6b-aa31-00fcae6246dc,01fa8bf9-4c1e-42c5-bf27-62503bdd268c,58edd567-23fc-4f35-871c-1ca696f0a4ef,130,0,NULL,2024-12-06 18:43:49,2024-12-06 18:43:49
798555fb-ef15-48b5-8667-88806bed8e25,adfaca19-f364-4b27-b9b0-9ccf2a7bf8db,404901ae-7c76-4ebc-ad3a-fad314e0eb7e,174,0,NULL,2024-08-05 06:20:37,2024-08-05 06:20:37
6c628139-7d58-49c0-bc31-df1432a5953c,895395dc-237f-461c-98da-840807c984b6,6bd54c78-4e17-49e3-bd60-7b87a26347f0,101,0,NULL,2024-10-14 22:26:58,2024-10-14 22:26:58
dbb2db87-aa92-4eff-87e7-0247038e8c62,16ee8a7e-904b-4e52-aee5-5226c411c0a9,afce079f-d7cf-4cee-aabd-ed55fd21c349,74,0,NULL,2024-08-12 21:11:43,2024-08-12 21:11:43
30d6cc32-abd8-40c4-a099-835447e84ac9,321390fd-e8b5-497b-b040-c3161c0b551d,49fbdf0e-897b-4908-af68-ad97bd61eb4e,195,0,NULL,2024-10-23 04:42:53,2024-10-23 04:42:53
28d0514c-b930-494c-971c-f23fd548475c,48113246-13c2-4141-9ce1-9c2acbb53df3,7f8eb0ed-9cd3-40b0-92b2-b45814c0437a,34,0,NULL,2024-02-07 14:31:33,2024-02-07 14:31:33
ac79e687-827d-45e5-ba3a-edd2c8778882,4a6789f4-ed68-436f-a966-267f9e9f4f43,cd118f48-946a-4bcf-bef6-8f91ce3df7ac,166,36,Mal olor,2024-04-30 09:47:55,2024-04-30 09:47:55
fe1d5a04-c5a3-4607-b35c-768535366617,6d5d5209-abb7-4cb5-865e-49b329a9e117,b7354892-bb3d-41af-802d-4f03910d386d,65,0,NULL,2024-07-21 11:26:25,2024-07-21 11:26:25
feec8f44-d1ea-4e74-85aa-ab492a9e14ce,c906dd42-994d-47bf-ae98-862acef39d0b,4ddde125-3768-4e6e-a6bc-6c9ae935ac7a,109,0,NULL,2024-12-30 12:15:48,2024-12-30 12:15:48
608c864f-024a-4861-b754-7aafa716dbcf,4fd2e6e1-bfea-4da9-bc79-6bbe56ec1fda,3c3afc9d-99e4-4180-97c3-a525b2a22d18,162,0,NULL,2024-08-30 12:17:19,2024-08-30 12:17:19
b4268a72-1601-4e2e-bc42-9a6555080ffe,a233b83d-efa6-4359-b031-9589f2404eda,a573a14c-c885-4745-a939-4919c8416a86,86,0,NULL,2024-09-27 11:40:42,2024-09-27 11:40:42
85f0ee1d-a2e4-4076-b4cd-cd163f4d6a05,a22cedaf-04e2-4a23-9869-8b0b9f1f7fec,5acd65ae-9db5-43e8-9a1e-bfd868e6996d,116,1,Color diferente al pedido,2024-05-01 11:56:16,2024-05-01 11:56:16
0780a378-f288-4a13-a7a4-a67862044e12,4a6789f4-ed68-436f-a966-267f9e9f4f43,0d57b1dc-8a20-410e-8128-99dd4c483445,153,0,NULL,2024-11-25 18:51:17,2024-11-25 18:51:17
f60125d8-5b16-42ba-8495-d347aad4aa73,c3969da6-ca02-4069-978f-bba2c28b4af9,4a0dcd87-087d-4605-9077-e446682750af,19,0,NULL,2024-04-12 04:29:31,2024-04-12 04:29:31
0538c5b3-515f-405f-829b-ac6872dd12e5,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,57ec85f2-f51b-48f2-a6a7-3fd6908a34ea,56,0,NULL,2024-12-24 15:21:03,2024-12-24 15:21:03
44c57f6d-86eb-4b6b-8556-68781418e1b8,bebf2374-d058-4813-867c-841acf4ca0bd,c6cb8880-1dc6-4ce5-af7e-ec4a41b66dba,74,0,NULL,2024-11-15 14:56:24,2024-11-15 14:56:24
36dc1224-5818-4e71-afc9-6a7056686ca8,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,528649c9-cbab-43dc-ad8f-ef7e66dc4e19,91,0,NULL,2024-04-20 19:48:42,2024-04-20 19:48:42
a367a74a-0ab4-4646-b5ad-7134bc5f2e10,153a091d-e7e4-4f4a-a1e3-36f783fa2eac,cc22b3c1-081a-4bb2-bec8-2f9e04572f7a,61,28,Falta de garantía,2024-08-02 01:59:52,2024-08-02 01:59:52
2b888a55-bd49-4455-ae26-5039981fda5a,06022ff7-630e-4f22-b7b1-6f296abc8388,8f055db3-39c4-434d-ab57-5916bde5119b,192,0,NULL,2024-11-27 10:41:11,2024-11-27 10:41:11
870917c8-1002-4bdf-af64-5db2a7849ddf,ccd81258-963a-4ca1-9602-4ec9e15d6a1c,0d00a79c-4b7c-40e3-9d0f-0a1e8354e3f4,43,0,NULL,2024-11-30 14:14:39,2024-11-30 14:14:39
78309c96-0a76-4ab6-8a8a-95ef9ad4ae78,0dccee39-74a5-48c0-9cf3-d86d989758f0,db6441c0-764e-401d-8edb-ce288c6f171b,65,22,Presentación diferente,2024-07-22 05:10:05,2024-07-22 05:10:05
b749ef59-901b-44c3-9b0a-f193b9512a43,ccd81258-963a-4ca1-9602-4ec9e15d6a1c,dbd36944-0406-4645-881b-1580f22cf728,184,11,Producto con daño visible,2024-03-29 15:59:36,2024-03-29 15:59:36
a78b57e4-dc21-4fda-bd2e-46db3f68d4b3,25f62b3f-ad0b-45ba-a544-df78cf4cbd03,7fd03a0c-7fa4-4032-8ba5-da8fd5dd1aed,29,0,NULL,2024-08-08 17:26:04,2024-08-08 17:26:04
4d5b4896-45a2-4a8b-a5e2-f36a369c4614,fcfeec3f-f54e-4204-b635-362e2d9c86a5,660fb586-b29d-44da-9911-898f70ced318,52,0,NULL,2024-04-13 14:51:36,2024-04-13 14:51:36
4f570d06-c330-4560-9e31-1d0ec0242596,88085017-66fe-4bbc-b8fb-b142ef062f6e,32fc8fe7-cd55-4cd7-9365-f232d4a9723e,52,0,NULL,2024-10-12 23:15:16,2024-10-12 23:15:16
0b300ba2-7136-4bc9-93dd-c65cb4bd2ded,92379c65-123c-40e6-a4f8-da49ae0cedc5,fef20e21-b3b9-4cf7-b337-262950af9af9,118,0,NULL,2024-11-21 16:06:17,2024-11-21 16:06:17
12a94ec8-6907-441c-8f94-398a857f6c34,4fd2e6e1-bfea-4da9-bc79-6bbe56ec1fda,3c3afc9d-99e4-4180-97c3-a525b2a22d18,61,0,NULL,2024-10-22 02:33:38,2024-10-22 02:33:38
5d09e694-46ec-41d5-a4bc-ee28e360cee0,3332a557-7faf-436e-96e0-362bdb845f29,4a0dcd87-087d-4605-9077-e446682750af,136,0,NULL,2024-12-24 13:17:12,2024-12-24 13:17:12
2db4e552-7850-49b9-9c65-5218d1b76a07,88e5dcdb-230c-46ac-ab3c-745948f46e53,6638527d-1759-4e5d-9851-4482e48ad9a0,121,0,NULL,2024-10-08 20:33:30,2024-10-08 20:33:30
c168d786-d1e7-4d44-8f1a-1a91181305f8,14c59058-db0c-4de2-9bd2-79138faecb02,fc3a3aeb-8c50-4d2c-9d45-1f55c3981893,34,0,NULL,2024-06-14 15:29:07,2024-06-14 15:29:07
c0d98972-407b-4463-934c-d8891f4f9a23,496436a4-cf81-4839-9557-7abf9391feb8,586fd3b1-5f95-48a1-addb-e1d0ab5bf5ec,30,0,NULL,2024-07-11 15:20:18,2024-07-11 15:20:18
1872d1fc-1a6d-462c-be5e-92298b269e76,25f62b3f-ad0b-45ba-a544-df78cf4cbd03,c0f729f3-b413-4ca1-8e1b-2a4d5dbd3069,184,0,NULL,2024-10-01 04:06:01,2024-10-01 04:06:01
43e5d771-ff30-4593-bccc-3ddec9815c41,28433ba2-1064-47fe-8d74-92f756d4dbbf,af668fe1-fb9c-448a-8ca8-c6a7fe894df1,179,0,NULL,2024-05-21 22:27:39,2024-05-21 22:27:39
e4054d41-de73-43a3-b58a-3531cf79f22a,c94231c5-61a2-4731-ba2d-46657be2adc4,fc3a3aeb-8c50-4d2c-9d45-1f55c3981893,139,0,NULL,2024-09-07 02:57:08,2024-09-07 02:57:08
74e6b88e-84b1-44c8-8b0c-41e27d2fc39d,dc9f269a-d3c4-4f20-8da4-604de91dad89,78304d62-452e-4ea1-8a98-622116f550e9,159,26,Falta de accesorios,2024-02-25 22:57:42,2024-02-25 22:57:42
96407cd9-58cd-4285-8f3b-1759bacb7de8,a14dc489-405b-4763-86a0-dea10247f8e9,0c9a4ce6-454b-40cf-bbd1-2459a540217d,88,0,NULL,2024-06-16 22:59:41,2024-06-16 22:59:41
95d32b9f-2f41-475c-bd59-91a08296c725,408ff179-0e93-44af-bd08-0d1560e25251,2853649e-cc72-4abf-83a5-2839628df536,118,11,Tamaño incorrecto,2024-03-05 20:25:12,2024-03-05 20:25:12
aa06e22b-4e64-440b-8c34-6f9a42839ad6,ccd81258-963a-4ca1-9602-4ec9e15d6a1c,cc22b3c1-081a-4bb2-bec8-2f9e04572f7a,66,32,Producto mojado,2024-07-19 20:18:06,2024-07-19 20:18:06
58edf523-e5f5-4dca-b4ae-3aa0271e27d5,30b7caa6-77be-40e6-931d-cdc12936bf0c,2b9b2c4f-752f-4305-b591-69967fada608,164,0,NULL,2024-07-28 08:32:37,2024-07-28 08:32:37
c1538477-a104-4ffe-85ec-871929acae8a,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,9e0a514b-efd8-4a25-aef3-e4f7eec63e8c,46,0,NULL,2024-04-04 13:08:53,2024-04-04 13:08:53
580dfdd2-02de-46de-9554-3acfa446ac83,ded47764-21eb-401d-a1ac-1358b99de386,16664adf-40e5-42c6-b58e-276519f3a021,127,0,NULL,2024-01-30 05:16:21,2024-01-30 05:16:21
f05fc6e8-9c2c-40f3-a25c-8aa6adaca753,3332a557-7faf-436e-96e0-362bdb845f29,60af8c39-b58c-4394-b30d-119371556725,143,0,NULL,2024-01-21 00:53:56,2024-01-21 00:53:56
0e301208-e868-4b5c-abd6-08974d467633,d44f8d0e-d73a-4832-a170-330f9efdfd00,de5ef3d3-769b-4316-92ff-b6aab62c9517,60,0,NULL,2024-06-30 01:21:53,2024-06-30 01:21:53
dc0ef23a-035a-4c97-aa6f-5aed8cb12334,20b3c073-c53c-4bcf-9d06-209da31f73db,0d57b1dc-8a20-410e-8128-99dd4c483445,72,0,NULL,2024-05-25 13:30:35,2024-05-25 13:30:35
f65c57cc-a15d-4554-b1d3-9bc7d3cd8c8a,4a424bc6-8830-43f3-adfb-b263582995cc,bdbcc82f-b098-4a77-81f8-3eb5d8e6d2e8,46,0,NULL,2024-08-14 09:23:30,2024-08-14 09:23:30
d633d510-d03b-4ab6-8195-029f7097a231,ded47764-21eb-401d-a1ac-1358b99de386,18c316d3-ecee-4aa6-9467-8f7e0c09455e,178,44,Producto no solicitado,2024-09-19 04:43:35,2024-09-19 04:43:35
9fe194f7-f5b6-44fa-b93b-7f75b38d94e0,3332a557-7faf-436e-96e0-362bdb845f29,7af3c049-9570-4119-85a7-58c45038f0d6,56,0,NULL,2024-12-12 13:29:09,2024-12-12 13:29:09
6b7301d0-6583-4a10-b6d8-54824090eabc,b7c13cfa-ecf3-4d64-9514-0d6569539749,1751b059-9a55-4863-a70e-e96d570181ed,37,13,Color diferente al pedido,2024-12-30 07:58:22,2024-12-30 07:58:22
6959cf92-3935-45c5-a624-6a478ea93fa2,c0736a66-5a84-46a6-836e-28b795de2023,21fc6de8-fada-44d5-b2e3-7c255d9106b8,169,39,Falta de piezas,2024-12-24 06:11:52,2024-12-24 06:11:52
2122b2bb-89e7-4785-9510-963b25a8330d,a22cedaf-04e2-4a23-9869-8b0b9f1f7fec,9b0ed163-9c22-4a56-a957-4d1616c322df,161,0,NULL,2024-07-05 01:29:11,2024-07-05 01:29:11
14ff2d34-d2d1-4903-a218-3836bd2dceb1,e837243d-df58-4123-a223-f67bb8161665,1751b059-9a55-4863-a70e-e96d570181ed,6,2,Producto vencido,2024-10-25 02:46:42,2024-10-25 02:46:42
3b7a4ec1-c552-4a33-ab45-b715e996c576,321390fd-e8b5-497b-b040-c3161c0b551d,dbd36944-0406-4645-881b-1580f22cf728,32,0,NULL,2024-05-13 00:39:29,2024-05-13 00:39:29
6f41aaed-9f95-47ed-935c-a74fd15c5719,50a3048b-d00e-48ec-8442-88619515d922,b84294d6-c9d6-4527-8661-67d542de60f1,18,6,Producto vencido,2024-11-19 21:56:33,2024-11-19 21:56:33
0d7a2efc-ac41-4329-b7a2-b9b24f22a2e4,0fe8153d-373b-43f6-bfa8-a37d8c7d649b,5acd65ae-9db5-43e8-9a1e-bfd868e6996d,37,0,NULL,2024-01-28 07:10:08,2024-01-28 07:10:08
e409df73-b4f6-4d7f-8e21-5aa2c58990a4,adfaca19-f364-4b27-b9b0-9ccf2a7bf8db,3f1f5e2f-fea1-4d49-b621-ae04ba9f6bbe,154,0,NULL,2024-05-15 09:11:38,2024-05-15 09:11:38
9131f6bf-7c0a-4d61-9c16-1df8b1c69d6f,fc296a7f-06fe-4030-b7d5-edba2516ca0d,184d3f29-c09d-4959-88a1-d697fe4e1c94,52,1,Producto vencido,2024-12-21 12:06:25,2024-12-21 12:06:25
1606e55d-df9d-491f-ae64-d941d4807676,3332a557-7faf-436e-96e0-362bdb845f29,3c3afc9d-99e4-4180-97c3-a525b2a22d18,1,0,NULL,2024-05-28 14:56:24,2024-05-28 14:56:24
8dcf1990-47f4-4678-ba0b-cf4d46a8349e,16ee8a7e-904b-4e52-aee5-5226c411c0a9,4e57799b-99ff-4a10-9d50-13161b2804e9,81,36,Producto usado,2024-11-25 02:08:24,2024-11-25 02:08:24
e955dda5-9f85-4276-9824-1fd214cd35ff,bd5f37d0-49a4-4757-8e32-f1452c7251e9,41fc308e-2b7a-4430-b238-c2b308e19dd1,83,20,Falta de accesorios,2024-07-16 03:02:59,2024-07-16 03:02:59
3965eaed-e2e0-420a-87aa-df5f308e94ed,adc210ee-7f93-4504-b544-7726d8acca2b,f237ab4e-125b-4816-b281-aae30e8b4e0b,51,0,NULL,2024-04-26 08:49:56,2024-04-26 08:49:56
2e26ebec-c9b6-45a9-ad31-ef858b3fb901,fc296a7f-06fe-4030-b7d5-edba2516ca0d,760770c7-2cdf-462c-8450-94658b32282a,79,25,Producto no solicitado,2024-09-06 14:28:25,2024-09-06 14:28:25
e41d6111-a53f-430f-b7f7-dbb3bf9a3157,48113246-13c2-4141-9ce1-9c2acbb53df3,ed151144-1d8d-4ecd-bc48-d30198115d45,86,0,NULL,2024-12-09 08:24:38,2024-12-09 08:24:38
169fb4ea-c85b-4560-91ae-02ac3954bee9,adc210ee-7f93-4504-b544-7726d8acca2b,da77e70d-2a1b-429b-a0a4-ba994eb648d4,10,0,NULL,2024-03-14 12:57:39,2024-03-14 12:57:39
8c77fbd0-e44b-4bce-ab24-291f95ab5851,5a820f35-f757-4794-91d7-85b7d1e2d2e8,b6449852-3743-42dd-b826-43436244fcc5,9,4,Producto con daño visible,2024-12-09 01:16:52,2024-12-09 01:16:52
87502602-751d-46a1-b913-b2547335fcc8,da53927f-4852-4eaf-96b6-7f764eea6ee1,8e03a347-1a9e-469b-b629-5f2ae5ce712f,199,52,Instrucciones en idioma incorrecto,2024-11-22 02:37:55,2024-11-22 02:37:55
0fdf5dff-64d7-45bb-8a99-91f6b01c1040,a2ac9b88-f612-4c62-a726-89d708872234,11e8d1b7-8e1a-41a8-8fd7-75d3e6e4e576,184,0,NULL,2024-03-02 20:17:04,2024-03-02 20:17:04
dc57d67a-7b7b-49e0-a5db-a148e35c0949,3332a557-7faf-436e-96e0-362bdb845f29,f891de3b-7564-48a5-8780-cb4703bff3af,85,0,NULL,2024-05-13 11:46:07,2024-05-13 11:46:07
ba2bb35f-09c6-4668-ae89-edcece32df47,75fd3732-f1a5-4e32-a613-c8c2092edc13,78304d62-452e-4ea1-8a98-622116f550e9,47,0,NULL,2024-12-19 01:51:41,2024-12-19 01:51:41
cbb5406b-341a-4347-850c-fcff9d2dfca3,5ce78015-ba5a-4f86-9a1a-cf0f8e290aeb,8625db44-990a-48cb-a09d-877a0ce7712d,196,0,NULL,2024-08-19 05:17:10,2024-08-19 05:17:10
7d810251-fdee-4e86-bbd9-6df9cf1a65a6,ccd81258-963a-4ca1-9602-4ec9e15d6a1c,ed151144-1d8d-4ecd-bc48-d30198115d45,200,28,Presentación diferente,2024-04-24 10:24:32,2024-04-24 10:24:32
afff6ea7-f6be-482c-b3c7-082cac2ca728,60cc918c-2916-4f7b-8a3c-685178f1382b,4499e9af-e6c5-4ce1-bca2-c0a3d65505df,168,0,NULL,2024-08-08 09:00:20,2024-08-08 09:00:20
80d8e047-4ed9-4ea0-9269-1734265f6750,5a820f35-f757-4794-91d7-85b7d1e2d2e8,00d732ae-30ae-431b-90ab-b78df66082d5,69,0,NULL,2024-05-11 08:20:57,2024-05-11 08:20:57
a4d2b86f-82d2-4019-b5f3-6e76da60f913,c3969da6-ca02-4069-978f-bba2c28b4af9,0246f8bf-4358-4159-94db-9998ee4d8499,197,0,NULL,2024-04-07 23:04:29,2024-04-07 23:04:29
fe5b0b0d-a798-41ba-8bb2-574fb8fc0dd7,d44f8d0e-d73a-4832-a170-330f9efdfd00,bec16c90-841d-40aa-9914-f39a80531264,139,20,Producto con daño visible,2024-01-27 19:13:28,2024-01-27 19:13:28
4e1c15cd-c793-42aa-a981-435ca38b7b58,50a3048b-d00e-48ec-8442-88619515d922,19c4f13e-2901-48fb-915d-aaed0b8a3523,172,0,NULL,2024-05-17 12:36:32,2024-05-17 12:36:32
61d02a20-d148-432b-a3d9-aaf0a6dfe48a,41e1a3c6-0222-4ea5-8648-7f4404748b9b,b149aa84-b846-4361-baec-5c9fd97b2512,9,0,NULL,2024-03-09 20:30:40,2024-03-09 20:30:40
01a1d474-2a0b-4ff2-9885-15d5d2bb7822,4772fdfd-29ad-458a-9992-a211582e6ab3,174d0fb1-3fff-41d6-80b6-5d38c091d886,141,20,Producto usado,2024-10-10 16:51:49,2024-10-10 16:51:49
8a4c5183-fb3e-4a83-93ce-b3d0f5745e0e,ded47764-21eb-401d-a1ac-1358b99de386,e5ac5a71-6ee8-4adf-8e3f-c61f55761775,177,13,Instrucciones en idioma incorrecto,2024-11-24 15:35:06,2024-11-24 15:35:06
abb9b00a-a05d-4f42-9bd4-6bf6c51c7015,a2ac9b88-f612-4c62-a726-89d708872234,7af3c049-9570-4119-85a7-58c45038f0d6,19,0,NULL,2024-08-20 02:23:10,2024-08-20 02:23:10
257465a7-9f68-4801-b140-cc0648d5e942,7763854d-86de-4e90-a5f2-6d4cbd30cad0,32fc8fe7-cd55-4cd7-9365-f232d4a9723e,193,0,NULL,2024-02-14 20:05:12,2024-02-14 20:05:12
220e84ac-154c-406d-9cfe-d07a84880009,383939c3-ef8b-400e-8398-31e16523a163,1fa6326b-a007-4582-9eb9-8770982fe6ec,66,22,Especificaciones no cumplidas,2024-11-17 23:13:47,2024-11-17 23:13:47
56bb7765-0062-423f-bfeb-7da733a3e1da,adfaca19-f364-4b27-b9b0-9ccf2a7bf8db,5b6fbfa5-54a9-4780-85b0-3a96bb8d3184,180,0,NULL,2024-03-26 04:38:49,2024-03-26 04:38:49
f5266efb-48a9-4dc7-bb15-5ed2e76d9bfc,a14dc489-405b-4763-86a0-dea10247f8e9,84559cd0-1991-41ea-9425-811e959967a4,120,48,Temperatura fuera de rango,2024-11-02 02:33:21,2024-11-02 02:33:21
4dd48783-bf6a-4216-94b4-93f3505c7cc7,da53927f-4852-4eaf-96b6-7f764eea6ee1,00d732ae-30ae-431b-90ab-b78df66082d5,110,0,NULL,2024-04-29 10:41:58,2024-04-29 10:41:58
c16f5c69-b394-47ed-bcba-b557559bfe9d,7b81a84f-e833-4874-a037-29fe33173a18,1f60fdc8-3e41-448c-b525-156da12eb558,84,0,NULL,2024-01-08 16:28:42,2024-01-08 16:28:42
