id_vehiculo,placa,marca,modelo,año,color,tipo_vehiculo,capacidad_carga,capacidad_combustible,estado_vehiculo,numero_soat,fecha_vencimiento_soat,gps_imei,gps_estado,id_usuario
48a526ac-6ffd-47c6-9fa7-bfcae7c52131,GUZ-502,Isuzu,NQR,2022,Verde,camion,19.3,75.0,True,SOA-427,2024-12-31,GPS-197,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
81a75ee7-fdfe-4aef-b555-fa4a9d9f60bf,NGC-136,Toyota,Hilux,2023,Amarillo,camion,7.3,118.8,True,SOA-881,2024-12-31,GPS-751,True,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
806c031d-ea0b-4dd2-8e48-1cdb422149fe,HTJ-132,Hyundai,HD65,2021,Amarillo,camioneta,15.0,533.6,False,SOA-534,2024-12-31,GPS-949,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
6083d1d2-fd1b-4b0c-a011-acdb365bec53,IZT-921,Volvo,FH16,2022,Gris,camion,2.2,451.7,True,SOA-306,2024-12-31,GPS-503,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
673a7d21-232e-46ae-a469-e26f506f489a,NJJ-365,Chevrolet,S10,2023,Verde,camion,17.5,120.1,True,SOA-535,2024-12-31,GPS-293,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
341c5678-f815-4ed7-b7a9-60248b777cab,ZWY-449,Chevrolet,S10,2023,Blanco,camioneta,20.0,583.0,True,SOA-469,2024-12-31,GPS-223,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
60b56023-a30d-48fe-bd4b-7c5f1fbf10ca,GYO-999,Mercedes-Benz,Actros,2021,Negro,camion,1.1,512.6,False,SOA-216,2024-12-31,GPS-682,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
7bbff6b3-de45-4a04-82e9-352aaaafcf13,UVS-123,Toyota,Hilux,2021,Blanco,camioneta,15.1,748.6,True,SOA-884,2024-12-31,GPS-366,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
dd82fd5f-ba10-4702-ae8f-7b91d0e1c7b5,GXI-795,Chevrolet,S10,2023,Amarillo,camioneta,2.0,175.2,True,SOA-061,2024-12-31,GPS-849,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
615cd3a3-d2fc-43d8-a8a4-ef12c6d132b7,YGA-724,Mercedes-Benz,Actros,2021,Blanco,camion,13.5,788.8,True,SOA-295,2024-12-31,GPS-218,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
827653ed-9c92-4c16-b694-583a3a5dd37a,KBQ-245,Volvo,FH16,2018,Plata,camioneta,24.1,685.3,False,SOA-767,2024-12-31,GPS-601,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
65a1d597-f3dc-4ed0-9734-fb6550958cc2,FEJ-649,Nissan,Frontier,2018,Plata,camion,14.7,518.6,True,SOA-227,2024-12-31,GPS-889,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
a9354b08-eceb-44da-a827-5298d1c93699,DQV-785,Mitsubishi,Fuso,2022,Gris,camion,15.2,394.2,True,SOA-655,2024-12-31,GPS-624,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
712e25e8-7386-415d-abda-4826ca8b9356,YJM-534,Mitsubishi,Fuso,2019,Rojo,camioneta,12.4,671.9,False,SOA-686,2024-12-31,GPS-441,True,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
6b8ae454-aaca-4c6d-8dab-44b0ac396b36,PLA-305,Chevrolet,S10,2021,Azul,camion,11.9,666.2,False,SOA-862,2024-12-31,GPS-834,True,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
eecff390-3ffc-4aa2-8d3c-121e1f308b11,RBF-859,Hyundai,HD65,2020,Plata,camioneta,3.0,693.1,False,SOA-736,2024-12-31,GPS-587,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
2f6fd892-1a7d-4007-a809-dcabf61366d0,CEJ-894,Isuzu,NQR,2019,Negro,camion,12.9,448.8,True,SOA-184,2024-12-31,GPS-973,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
9b4caa48-eef0-4367-8cf4-2748c06a98b5,PBB-583,Toyota,Hilux,2023,Plata,camioneta,15.7,440.1,True,SOA-298,2024-12-31,GPS-347,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
0db20cb6-091c-4fe0-b809-69849dd09ea1,LDB-317,Hyundai,HD65,2022,Blanco,camioneta,21.8,225.2,False,SOA-627,2024-12-31,GPS-670,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
e0387705-31f7-43a7-97dc-78c4cc9e42d1,ITV-893,Hino,300,2019,Rojo,camioneta,19.2,301.0,True,SOA-759,2024-12-31,GPS-615,False,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
61135266-331c-4d9a-b1c5-b275d3871bbe,HNZ-419,Hyundai,HD65,2019,Plata,camioneta,4.2,348.7,False,SOA-970,2024-12-31,GPS-635,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
7b2f6099-ef0c-4476-870a-9bc94c3d27ff,SNC-838,Volvo,FH16,2023,Plata,camioneta,23.9,529.8,False,SOA-032,2024-12-31,GPS-151,True,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
de80e1f5-b4a5-462c-b92a-928d8dd76173,UQJ-820,Mercedes-Benz,Actros,2021,Azul,camion,11.1,500.4,True,SOA-915,2024-12-31,GPS-928,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
b75d2d57-1264-464c-94cc-a376d4514649,GIF-698,Mitsubishi,Fuso,2018,Plata,camioneta,15.8,664.2,True,SOA-029,2024-12-31,GPS-483,False,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
79f4afdb-360d-47c8-9861-a857d3557cc8,RAB-923,Ford,Ranger,2021,Azul,camioneta,22.8,314.0,False,SOA-548,2024-12-31,GPS-958,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
464ad11c-8d55-4da7-916e-795f7ec082a8,GTI-127,Nissan,Frontier,2018,Gris,camion,23.7,704.6,False,SOA-213,2024-12-31,GPS-751,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
398f9bdf-5683-4476-b15a-ff8ace6b6815,QVJ-887,Hyundai,HD65,2022,Plata,camioneta,2.2,512.6,True,SOA-782,2024-12-31,GPS-506,True,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
ef6052e3-4c73-4a54-8c30-fe9bb2200411,VUY-486,Hyundai,HD65,2021,Verde,camion,5.0,400.0,False,SOA-755,2024-12-31,GPS-457,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
ab278db5-486c-44af-a1d7-64c5b201b664,WRL-433,Hyundai,HD65,2020,Negro,camioneta,6.3,597.1,True,SOA-668,2024-12-31,GPS-925,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
bfa7e606-3008-4f33-bb82-c323661f1886,ASX-594,Mercedes-Benz,Actros,2018,Rojo,camion,7.0,501.5,True,SOA-148,2024-12-31,GPS-208,True,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
f03f68d6-54fa-4bee-8165-78959c52f5ee,UTW-180,Isuzu,NQR,2023,Azul,camioneta,6.1,387.8,False,SOA-008,2024-12-31,GPS-643,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
ebe29979-4642-4a63-ade2-4c63c804ca7b,WRE-817,Mitsubishi,Fuso,2019,Blanco,camioneta,11.7,694.8,False,SOA-640,2024-12-31,GPS-756,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
3ab9ead4-af70-41e9-b595-cc54185acb0c,CBS-142,Toyota,Hilux,2019,Gris,camioneta,9.3,731.8,True,SOA-496,2024-12-31,GPS-468,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
a331a4dd-6909-4ba1-8ada-bffa7881f79f,HNL-009,Nissan,Frontier,2023,Rojo,camioneta,23.2,76.8,False,SOA-305,2024-12-31,GPS-940,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
233fff6d-a7f5-4680-903e-956ff0667380,GCR-899,Volvo,FH16,2018,Amarillo,camioneta,8.5,161.3,True,SOA-344,2024-12-31,GPS-107,False,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
133597f3-5629-4c30-902a-b7c7a9ea5629,UJL-966,Chevrolet,S10,2021,Negro,camion,4.1,454.6,False,SOA-844,2024-12-31,GPS-631,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
e46b9f4e-64c7-4ba0-ad7c-5eea938359a3,RQL-187,Ford,Ranger,2021,Negro,camion,17.2,483.3,False,SOA-517,2024-12-31,GPS-771,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
eeed5c6e-bfa2-4a15-9e92-beda7a64b7f4,BWR-044,Nissan,Frontier,2018,Azul,camion,20.9,429.4,True,SOA-417,2024-12-31,GPS-121,False,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
a4672c22-b48e-494c-9057-fdd3d9013c68,PJC-757,Chevrolet,S10,2019,Azul,camioneta,2.7,387.4,True,SOA-898,2024-12-31,GPS-395,False,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
20f8d549-7897-4cbb-9cb5-4690a3cf70dc,BJT-773,Isuzu,NQR,2020,Amarillo,camion,10.1,89.6,True,SOA-617,2024-12-31,GPS-290,True,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
3951ea17-bad3-4ed1-af47-0ade5aab4a5e,RMS-371,Chevrolet,S10,2018,Azul,camion,5.3,63.4,True,SOA-185,2024-12-31,GPS-937,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
d0944612-bacb-4bce-adab-0ade9c108405,JOS-619,Volvo,FH16,2020,Plata,camion,21.2,369.5,False,SOA-882,2024-12-31,GPS-459,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
1c91facb-5e42-4975-b486-19b5945bf24b,JXZ-828,Nissan,Frontier,2018,Negro,camioneta,16.2,108.7,False,SOA-100,2024-12-31,GPS-896,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
394225cb-8ee5-4fde-82bf-1aeef19c412d,CCR-797,Chevrolet,S10,2018,Rojo,camion,24.8,474.0,False,SOA-052,2024-12-31,GPS-547,True,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
1087a820-b777-4403-82f5-8d3fbd416d64,ZXK-602,Mercedes-Benz,Actros,2018,Blanco,camion,15.6,164.2,False,SOA-809,2024-12-31,GPS-781,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
9a66bba3-98b3-47db-a6f6-e63b8825e5e1,JEB-752,Hino,300,2023,Rojo,camioneta,22.1,650.5,True,SOA-388,2024-12-31,GPS-354,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
c69a258d-9bb7-4cdc-a0ef-46a70eb1c16f,ZEB-999,Mitsubishi,Fuso,2020,Azul,camioneta,2.8,434.7,False,SOA-512,2024-12-31,GPS-743,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
6f7ba8de-8f3d-4bde-8aa3-91f5822d5bbd,OUA-246,Volvo,FH16,2023,Plata,camioneta,22.1,541.0,False,SOA-666,2024-12-31,GPS-904,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
c009530a-510b-4649-a1b6-e3902bb61a86,UTT-849,Nissan,Frontier,2021,Gris,camioneta,8.7,511.7,True,SOA-565,2024-12-31,GPS-465,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
c8c5d4a7-fa91-49cd-bbf3-1bf15e1cb469,NAJ-953,Hino,300,2018,Azul,camion,5.8,426.6,True,SOA-510,2024-12-31,GPS-760,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
f9fad854-cfb8-48cc-a1e9-a1d207f9a7a6,YHT-780,Mitsubishi,Fuso,2021,Blanco,camioneta,8.3,154.8,False,SOA-754,2024-12-31,GPS-668,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
30e3e998-dc65-4081-abd8-098fdbaa9b3a,HYX-589,Isuzu,NQR,2018,Azul,camioneta,7.8,458.6,True,SOA-312,2024-12-31,GPS-851,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
240a59da-adf7-4b07-b042-5710dde3fbf1,YAS-074,Mitsubishi,Fuso,2021,Verde,camioneta,1.8,575.4,True,SOA-687,2024-12-31,GPS-927,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
294a6f33-7928-46e4-a83e-5318fa120c13,WWJ-451,Hyundai,HD65,2020,Negro,camioneta,9.8,799.2,True,SOA-660,2024-12-31,GPS-571,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
adad4e69-9ce8-4ebf-b0b2-5b815637ae01,TDB-797,Toyota,Hilux,2022,Verde,camion,24.7,796.5,True,SOA-070,2024-12-31,GPS-679,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
5a2d9d72-a0fd-473a-ac99-67143b48e0d7,SCY-780,Isuzu,NQR,2018,Negro,camioneta,19.5,225.3,True,SOA-498,2024-12-31,GPS-739,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
13fa9946-6ad9-465d-95f5-8f4410122cfa,KSV-689,Mercedes-Benz,Actros,2021,Blanco,camion,2.2,302.3,False,SOA-509,2024-12-31,GPS-717,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
8b98d2f3-f227-48fd-88eb-bbc64e13c341,SQO-297,Toyota,Hilux,2020,Rojo,camion,22.6,422.4,False,SOA-192,2024-12-31,GPS-775,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
8985d71c-872b-463f-81c3-bfb1b2e82368,UFG-431,Mercedes-Benz,Actros,2022,Plata,camion,20.5,232.5,False,SOA-848,2024-12-31,GPS-474,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
09fe9697-cd14-4fd5-bf61-ff51552b1af9,HDA-831,Hyundai,HD65,2018,Blanco,camioneta,13.2,286.2,False,SOA-343,2024-12-31,GPS-716,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
889db7b5-96ba-47be-b782-26cf337997bf,DJE-430,Mitsubishi,Fuso,2021,Blanco,camion,20.8,380.4,True,SOA-712,2024-12-31,GPS-563,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
16b871fd-5f06-495c-82d2-338b164bf404,LJM-318,Volvo,FH16,2018,Blanco,camion,5.2,349.4,True,SOA-007,2024-12-31,GPS-478,False,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
70a3c406-49d8-4ba3-9bf9-4352ce4562e0,FZK-753,Mitsubishi,Fuso,2020,Negro,camioneta,9.1,770.8,False,SOA-112,2024-12-31,GPS-964,True,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
18657c8f-37a0-47b1-8ce4-56fdcb0f0548,GHE-016,Hyundai,HD65,2019,Gris,camion,21.4,263.7,True,SOA-813,2024-12-31,GPS-260,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
281018d8-7c3e-4988-bce9-7a20fd416b2f,HSU-808,Chevrolet,S10,2020,Gris,camion,18.8,588.3,True,SOA-126,2024-12-31,GPS-725,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
21d11792-490b-480a-bbef-1f243bb4b333,EAN-869,Toyota,Hilux,2020,Plata,camioneta,10.8,702.6,True,SOA-499,2024-12-31,GPS-368,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
da85ad29-5e67-4fd9-bd16-86a213835c84,YIT-479,Mitsubishi,Fuso,2021,Amarillo,camioneta,18.7,431.7,True,SOA-288,2024-12-31,GPS-419,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
3cd8d18f-614e-4812-8b7d-6eaa70741e60,DNC-602,Nissan,Frontier,2019,Negro,camioneta,24.7,302.9,True,SOA-309,2024-12-31,GPS-582,True,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
c5437cc4-6ac8-446d-b370-6086edb67701,UAO-615,Toyota,Hilux,2019,Negro,camion,11.4,602.8,False,SOA-997,2024-12-31,GPS-447,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
de6684a4-dfd5-44af-94e3-98eb25e2d3ac,SQX-411,Isuzu,NQR,2023,Verde,camion,1.5,82.8,True,SOA-470,2024-12-31,GPS-168,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
60c9b126-2aa7-4d06-ba74-1a046d52d635,XJK-713,Ford,Ranger,2021,Rojo,camion,10.6,474.5,False,SOA-903,2024-12-31,GPS-431,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
d2997ef1-27c2-4cea-9f02-9291bc9fc556,VWU-408,Mitsubishi,Fuso,2022,Verde,camion,15.3,175.0,True,SOA-619,2024-12-31,GPS-868,False,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
7dd60954-bf1c-471e-8143-8bcc1be159a4,JRO-098,Volvo,FH16,2023,Amarillo,camioneta,18.3,67.6,True,SOA-309,2024-12-31,GPS-142,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
f92881c0-23c6-4c50-a52d-b265fd5a2aa5,SVO-629,Mitsubishi,Fuso,2022,Negro,camion,23.9,187.8,False,SOA-810,2024-12-31,GPS-353,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
86b96106-0fb5-4fd6-9bd3-13dc4ab9f658,CHN-432,Isuzu,NQR,2023,Gris,camion,13.8,381.2,False,SOA-556,2024-12-31,GPS-587,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
7a2e4948-26e3-4ae6-aa65-131a2529fbec,KCL-451,Chevrolet,S10,2019,Blanco,camioneta,18.9,138.0,True,SOA-350,2024-12-31,GPS-747,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
d07c21b1-2db4-4fc3-9623-12ea35c2d5ec,WEJ-286,Chevrolet,S10,2019,Negro,camioneta,7.2,647.7,False,SOA-127,2024-12-31,GPS-448,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
136326af-6681-4b66-81a1-a6ced777e13b,SWL-457,Mitsubishi,Fuso,2022,Gris,camioneta,19.0,387.3,False,SOA-123,2024-12-31,GPS-949,False,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
df10d1a9-a9e9-4206-a0f5-4721b42ccc37,YKR-656,Isuzu,NQR,2019,Verde,camion,16.1,665.5,False,SOA-668,2024-12-31,GPS-758,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
5424860f-bde8-4e28-8b4a-23d3b0ad7169,UPN-653,Volvo,FH16,2023,Negro,camioneta,17.0,601.8,True,SOA-018,2024-12-31,GPS-573,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
ff29abf1-31e1-4770-b0e8-2151037ca52a,GKQ-185,Toyota,Hilux,2021,Plata,camioneta,15.4,619.9,True,SOA-302,2024-12-31,GPS-978,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
0e6683ed-9c43-4d69-a4df-95e481dc5ff7,VIR-355,Hyundai,HD65,2023,Verde,camion,6.1,692.8,True,SOA-186,2024-12-31,GPS-645,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
8fee5ba4-0c0b-4028-a156-a8983d90cf5b,BKK-810,Hyundai,HD65,2020,Plata,camioneta,17.0,704.4,False,SOA-105,2024-12-31,GPS-491,True,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
de563c26-f89a-4eeb-92d0-c4785b3fa6ee,KTZ-073,Nissan,Frontier,2018,Rojo,camion,23.6,768.2,True,SOA-961,2024-12-31,GPS-264,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
cd35f824-d683-49cd-9a71-1b10e2d743c5,PGC-161,Mitsubishi,Fuso,2023,Azul,camion,9.5,379.1,True,SOA-819,2024-12-31,GPS-372,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
683e234f-b22f-497b-bf19-f417425eef6d,VNB-964,Mercedes-Benz,Actros,2022,Blanco,camioneta,10.7,455.9,True,SOA-547,2024-12-31,GPS-987,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
49e6a699-0999-49b2-86ab-8714ef03feb4,WJL-976,Hino,300,2018,Azul,camioneta,13.7,479.6,True,SOA-604,2024-12-31,GPS-748,False,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
7b7cb743-96c7-49bf-931e-291041683e6d,XAL-251,Hino,300,2019,Verde,camioneta,6.9,563.8,True,SOA-867,2024-12-31,GPS-149,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
515db6c2-5411-4c4a-b380-c6e8586ce550,ADC-444,Isuzu,NQR,2021,Amarillo,camion,9.6,117.5,True,SOA-050,2024-12-31,GPS-933,True,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
d5b413c5-dc8c-4d5c-9cd8-1070a08c03d1,ZQE-988,Hino,300,2018,Negro,camion,7.1,732.9,True,SOA-877,2024-12-31,GPS-637,True,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
d199918f-c902-4826-8ee2-5966153b37dd,IQL-093,Mercedes-Benz,Actros,2020,Verde,camion,14.0,778.3,False,SOA-344,2024-12-31,GPS-660,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
bcd59bbd-1976-40b7-836d-fd66a3f29903,PZT-719,Mercedes-Benz,Actros,2023,Negro,camioneta,11.8,257.0,False,SOA-933,2024-12-31,GPS-320,True,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
24e2a957-bd80-49e5-822a-f67a0335cc5f,PIC-153,Mitsubishi,Fuso,2018,Gris,camion,15.8,681.9,False,SOA-593,2024-12-31,GPS-404,True,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
8573352c-b929-48a8-80ea-b2a8283f15ab,KEB-333,Isuzu,NQR,2023,Verde,camion,12.0,300.0,False,SOA-897,2024-12-31,GPS-596,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
5e68d2a9-e916-4632-8bf2-0a43a559b21e,RPS-878,Hino,300,2023,Azul,camioneta,2.4,236.8,True,SOA-295,2024-12-31,GPS-828,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
23da2c83-883b-46dd-bdd9-e19b0b6f8082,NZB-257,Mitsubishi,Fuso,2021,Verde,camion,21.0,146.6,True,SOA-603,2024-12-31,GPS-434,False,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
223e9cb9-104b-4ba2-93bf-a49b74c9b78e,PNP-600,Mercedes-Benz,Actros,2020,Plata,camioneta,12.6,478.1,False,SOA-908,2024-12-31,GPS-121,True,b2c3d4e5-f6a7-5b6c-9d8e-0f1a2b3c4d5e
3add0f35-485e-46c2-8f83-14d8835aef50,IXJ-459,Mercedes-Benz,Actros,2020,Plata,camioneta,22.1,753.7,True,SOA-048,2024-12-31,GPS-138,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
14617416-474d-4524-9a2c-ff29648fa0b4,XBW-062,Toyota,Hilux,2021,Plata,camion,18.6,557.0,True,SOA-333,2024-12-31,GPS-422,True,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
91935227-67eb-472b-8789-ae320df70e6d,CFB-251,Nissan,Frontier,2022,Rojo,camion,23.9,569.2,True,SOA-347,2024-12-31,GPS-308,True,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
554ccd06-b035-44f4-ad2e-ad89a5dd590c,LNE-649,Chevrolet,S10,2022,Blanco,camioneta,12.1,364.1,True,SOA-096,2024-12-31,GPS-429,False,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
58be4e8d-044d-46d2-a2af-89ed18f759c0,AQU-784,Mitsubishi,Fuso,2019,Blanco,camioneta,23.8,359.5,False,SOA-543,2024-12-31,GPS-326,True,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
62c1717c-88f9-454a-acb4-9e1d5207da64,ELH-650,Toyota,Hilux,2021,Rojo,camioneta,2.7,151.8,True,SOA-291,2024-12-31,GPS-328,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
5d14b6ec-2fc7-4649-a18e-66e7898cb027,JFV-084,Mercedes-Benz,Actros,2020,Amarillo,camioneta,19.3,619.0,False,SOA-687,2024-12-31,GPS-282,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
168dfaf8-fd93-4400-a640-2431e08a985a,ACH-074,Chevrolet,S10,2023,Amarillo,camioneta,5.3,283.8,False,SOA-487,2024-12-31,GPS-506,True,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
d7312097-3bc9-43f9-9792-9605ecdd7949,PAC-118,Hino,300,2021,Azul,camion,24.6,553.6,True,SOA-570,2024-12-31,GPS-370,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
49ba0cec-3abe-42c9-abed-fb50774f7516,KDG-496,Mercedes-Benz,Actros,2021,Azul,camion,8.3,112.2,True,SOA-690,2024-12-31,GPS-344,False,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
0575245d-2b53-41a0-a069-35ea17b7f2eb,WTD-713,Mitsubishi,Fuso,2018,Amarillo,camion,24.1,223.2,False,SOA-130,2024-12-31,GPS-475,False,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
cbd8f60c-40b5-42fa-9eaf-5a31c1d989a5,FQD-591,Isuzu,NQR,2021,Azul,camion,17.8,766.7,False,SOA-558,2024-12-31,GPS-695,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
eb3e275a-a4e9-4722-a92e-57c5f5c6ad8f,DFN-531,Ford,Ranger,2018,Verde,camion,21.8,572.5,True,SOA-738,2024-12-31,GPS-299,False,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
edff0c40-e256-4a91-9b3c-5636471e41fa,TNI-158,Mercedes-Benz,Actros,2020,Negro,camion,15.1,84.7,False,SOA-943,2024-12-31,GPS-841,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
b0154710-f529-4466-b85c-7ee1984d8cc2,YWW-728,Mitsubishi,Fuso,2022,Amarillo,camioneta,21.0,705.8,True,SOA-578,2024-12-31,GPS-869,True,d0e1f2a3-b4c5-6d7e-8f9a-0b1c2d3e4f5a
