id_incidencia,id_monitoreo_ruta,tipo_incidencia,severidad,descripcion,estado_incidencia,fecha_registro
15900e26-3e6e-4424-9c7e-91b8990d6871,f4226cc2-d56e-4cd1-a790-706c55519c2a,otro,baja,Incidencia tipo otro con severidad baja,pendiente,2025-04-21T22:26:29.815990
0b309f90-eaa6-4d61-ac00-afd5ee6ff68b,5bf97a2c-fa60-4340-8295-28d889b5b785,otro,baja,Incidencia tipo otro con severidad baja,resuelta,2025-04-11T22:26:29.815990
efd6b6c7-7afe-4ddd-8870-4aeb9a29d69e,983b1bf6-200d-4493-b605-f673e2f22d66,otro,media,Incidencia tipo otro con severidad media,resuelta,2025-04-14T22:26:29.815990
9d0cc5a6-22f0-4860-b3e6-42300b17d71f,ffa2b927-d54a-4924-b74b-cc5edb5685de,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,resuelta,2025-04-13T22:26:29.816990
ea3697be-24d4-48d9-a287-5bd8bfd9b8b1,0bbbac18-d99a-4d97-8c6a-e100024fd919,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,resuelta,2025-04-10T22:26:29.816990
ec0bf418-aea2-46e3-ab43-55303fbc1642,1929f656-75b5-4ad7-b73e-5d1de9421029,averia_vehiculo,critica,Incidencia tipo averia_vehiculo con severidad critica,resuelta,2025-04-16T22:26:29.816990
b29ef027-d7ff-4d4d-9bf6-fef8586ac929,0a8e85d5-0f99-43ba-906b-00face8c5ca5,accidente,alta,Incidencia tipo accidente con severidad alta,pendiente,2025-04-16T22:26:29.816990
398f880e-48b9-45e2-8351-c9c5a87075db,203ae5b3-fcd9-4fbe-9a69-ec4d640ea661,apertura_no_autorizada,alta,Incidencia tipo apertura_no_autorizada con severidad alta,resuelta,2025-04-27T22:26:29.816990
2aee01e0-b0bf-456d-ab59-9d9734804255,49e4a081-40c2-4f75-83d5-a0465af38350,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,pendiente,2025-04-17T22:26:29.816990
c0b991aa-7268-4f16-821d-3bcc6a8072fc,66b238a7-1fda-4a98-af6b-21986c0a7313,otro,baja,Incidencia tipo otro con severidad baja,pendiente,2025-04-23T22:26:29.816990
aef3db49-4ed6-432a-a496-1984bb7ac5c8,c48215cf-a876-4766-a870-b11393843075,retraso,alta,Incidencia tipo retraso con severidad alta,resuelta,2025-04-07T22:26:29.816990
426f62e7-0162-40a2-9692-b15a1de7e80c,03b8aa55-e4ac-45e4-8c0b-51f64420f72c,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,en_proceso,2025-04-26T22:26:29.816990
7de31806-d701-4953-95c9-02e429629451,a0abfa3b-5b7b-4847-b9e2-54c1b3fb6dfa,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,pendiente,2025-04-25T22:26:29.816990
d10bb530-6b18-49e0-b54f-bfb8d54a7a01,c7912389-3613-4102-a7f8-cb5f3d93ec14,retraso,media,Incidencia tipo retraso con severidad media,pendiente,2025-04-07T22:26:29.816990
373b2386-ae1e-4273-8795-ad6e161e00bd,9ca1af43-0f09-40aa-94f6-b42dd615ce2d,averia_vehiculo,critica,Incidencia tipo averia_vehiculo con severidad critica,pendiente,2025-04-17T22:26:29.816990
2174d584-1cc7-49f0-a019-5582dbe06f2a,cd0456f0-1f90-449e-83ae-033d5d6fad93,accidente,baja,Incidencia tipo accidente con severidad baja,pendiente,2025-04-07T22:26:29.816990
a5780ec1-46ee-422b-9152-314f447fa398,ebecb0ec-5a3c-442e-91a8-0b62724dfd4b,retraso,critica,Incidencia tipo retraso con severidad critica,en_proceso,2025-04-18T22:26:29.816990
31bfe1f4-f8e8-4b9f-84ea-d3ca4e7cd4d0,28be5350-0a5f-4250-8f2b-10eb002e992a,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,pendiente,2025-04-14T22:26:29.816990
69811143-5291-48b5-a2de-0beb053a2869,4e42e807-be19-4f32-8b4e-ac2b6a248c78,desvio_ruta,baja,Incidencia tipo desvio_ruta con severidad baja,resuelta,2025-04-18T22:26:29.816990
01e61d93-25d9-48f8-8598-08978ee41911,7d4e8c62-4b6c-4e5e-843a-10d9f2b05fd9,accidente,critica,Incidencia tipo accidente con severidad critica,pendiente,2025-04-18T22:26:29.816990
3e9da910-3781-4f95-ac0a-6ceeb7f0cb5b,1c3112fe-f6dd-4685-a059-af58629cf301,otro,alta,Incidencia tipo otro con severidad alta,resuelta,2025-04-05T22:26:29.816990
20fca568-19e2-46aa-a64a-a9b691af82ef,eaeefa1c-0039-45cd-aa09-15ea709209d1,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,resuelta,2025-05-03T22:26:29.816990
3efa03ff-4df2-493e-a06d-1df583b3e951,35716e17-21ba-46c6-b6db-1e7b52ea33fa,desvio_ruta,critica,Incidencia tipo desvio_ruta con severidad critica,resuelta,2025-04-26T22:26:29.816990
b41b35e0-0a78-48a3-b688-502d6c03e4d9,400f85fc-befa-461d-bc70-2f1a1243d7b7,apertura_no_autorizada,baja,Incidencia tipo apertura_no_autorizada con severidad baja,pendiente,2025-04-20T22:26:29.816990
cf59d032-34df-43e1-a6fc-057afd21702d,ff427dda-5925-48ca-9a22-8384db587314,averia_vehiculo,critica,Incidencia tipo averia_vehiculo con severidad critica,pendiente,2025-04-28T22:26:29.816990
95f8b821-032a-470d-abbb-e16871974dea,21b9550c-b617-45c0-b6be-128378fefb22,desvio_ruta,alta,Incidencia tipo desvio_ruta con severidad alta,en_proceso,2025-04-27T22:26:29.816990
d12f18c2-ff4c-4d5d-b278-0d655bea475c,a8ef76e3-8481-47e2-8076-5d5bb9131998,accidente,baja,Incidencia tipo accidente con severidad baja,en_proceso,2025-04-05T22:26:29.816990
c62b324d-420f-43b6-bb84-95cdaa94f461,8df09b90-9770-4127-a2ba-107b24d99fbb,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,resuelta,2025-04-24T22:26:29.816990
de03ea7d-62fc-48f5-b15d-254cce736d98,cd5453da-adee-4f5a-8f72-a1c1ecd08973,accidente,media,Incidencia tipo accidente con severidad media,en_proceso,2025-05-04T22:26:29.816990
b33f33ec-1496-4180-8d8f-d52c72775ebb,5843ca59-0733-4429-8207-335ea3260704,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,pendiente,2025-04-12T22:26:29.816990
7151bb7d-3fbe-45ab-9b59-a53fe0fa3aed,b2e1b9fe-0043-49f6-b978-832bedbe5ad5,otro,critica,Incidencia tipo otro con severidad critica,resuelta,2025-04-26T22:26:29.816990
e246a90e-aee1-4f5b-9ee3-d3f5c7b69c00,86157509-2df7-4225-bbf6-cb0318f1c1c2,otro,critica,Incidencia tipo otro con severidad critica,en_proceso,2025-04-23T22:26:29.816990
287bb21a-3b90-4276-a5cc-1eeb2ef1d0f2,ea38c351-f7b2-4c19-85bf-e08e7b48c5f0,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,resuelta,2025-05-03T22:26:29.816990
34e51fb5-2d57-4cd6-b7c5-6903c2b3ee69,f2d79f41-091f-49a4-a403-64df82de08aa,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,pendiente,2025-04-12T22:26:29.816990
378a282c-c98a-4b69-8a6e-2f09427ccf05,c123e8ee-3ad9-40dc-baa6-9b76199759e5,clima_adverso,alta,Incidencia tipo clima_adverso con severidad alta,en_proceso,2025-04-26T22:26:29.816990
a925bb4c-37b1-402b-ae4a-0fb189aa6f91,0985fde8-4e55-4808-baa4-d8cc148b0cbf,accidente,critica,Incidencia tipo accidente con severidad critica,en_proceso,2025-04-29T22:26:29.816990
7b9f30cf-7f4d-4893-8b6c-6f67926c281c,64062e23-8f11-443a-82e6-0cf0be59fbca,retraso,critica,Incidencia tipo retraso con severidad critica,en_proceso,2025-04-30T22:26:29.816990
fcba7fa8-8eab-48c6-ad01-3f1c50d2adc7,f93a7595-561a-4239-a1b7-ab913cf65bf8,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,pendiente,2025-04-17T22:26:29.816990
38bec73c-8888-46bf-9201-065f0a877ad0,191df397-a9be-4770-ae5d-3595cf295d21,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,en_proceso,2025-04-07T22:26:29.816990
45574974-cbe6-4ad1-885c-cba080edb990,1567f856-95cf-4522-8bd4-3afc9ada37b5,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,pendiente,2025-04-14T22:26:29.816990
361a19d6-30e3-47a7-a32c-f40f0f272e65,9865d1db-4e34-4821-80c6-2de7edf323e4,averia_vehiculo,critica,Incidencia tipo averia_vehiculo con severidad critica,resuelta,2025-04-06T22:26:29.816990
d51ff85b-a136-4bec-9538-8b7284419c12,9d413691-78a1-402f-9aa5-7dbc46bfc8bd,retraso,media,Incidencia tipo retraso con severidad media,resuelta,2025-04-11T22:26:29.816990
935aa0db-ff1b-4f29-997c-5cba5e1334ae,e2146396-0d62-4345-b0d9-969c0c43ace8,otro,critica,Incidencia tipo otro con severidad critica,pendiente,2025-04-30T22:26:29.816990
4c1d7bda-1011-4424-a3b0-f060093f997d,5257264c-09e5-40b2-8a34-6bffedd5b5d6,desvio_ruta,critica,Incidencia tipo desvio_ruta con severidad critica,resuelta,2025-05-03T22:26:29.816990
93d58618-69d8-49d0-8b17-6a7cfd60f352,74ffe4bc-9882-4218-a87c-c1702b836613,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,en_proceso,2025-05-02T22:26:29.816990
53649fe5-e747-4d46-a824-d8a6a46eb710,ab7d315c-6f33-49cd-99c4-50434d9a5d30,retraso,critica,Incidencia tipo retraso con severidad critica,en_proceso,2025-04-06T22:26:29.816990
19b99283-a712-42da-b271-9ea9c4813675,d4afda5f-b663-471e-8f29-e2366ce880ac,otro,alta,Incidencia tipo otro con severidad alta,pendiente,2025-04-05T22:26:29.816990
7c0ca08e-fced-4744-b8fc-cfff27adfaad,74a65712-998c-46b7-942e-09eb42a5b3f8,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,en_proceso,2025-04-14T22:26:29.816990
da2ee55a-c752-421a-bd21-4905509a9ca3,8e82e678-68d3-4049-90bc-91427ad1b5fc,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,resuelta,2025-04-04T22:26:29.816990
72117e10-a8a8-4bb8-9fc9-dd118d82d47c,fa30d48f-596b-481b-bcb4-844a03f95b29,accidente,critica,Incidencia tipo accidente con severidad critica,en_proceso,2025-04-20T22:26:29.816990
1bd69e87-e5c9-43c3-bbe8-1755a5f72d6a,b2c0bc16-4cae-4f36-8ba8-759bdcd9d689,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,resuelta,2025-04-21T22:26:29.816990
935f5236-b810-4abc-a952-69b168063559,cd523e2d-7c4a-42f2-ba3b-a79f61a89bd8,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,en_proceso,2025-04-06T22:26:29.816990
424ca710-8592-446c-bb83-3fc277e77c66,e5a4d904-ee19-4a1d-9395-ab5ccb41533e,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,en_proceso,2025-04-19T22:26:29.816990
49e7f540-d6fe-45d3-a54d-820dc8c3d097,907bb97d-e7eb-45e6-bf38-b1f6e288d1cc,apertura_no_autorizada,baja,Incidencia tipo apertura_no_autorizada con severidad baja,en_proceso,2025-04-15T22:26:29.816990
e35b73de-f4bf-48ae-b5e3-af1c996be964,11c9cb8f-780d-403e-929e-c085fc3000a2,accidente,alta,Incidencia tipo accidente con severidad alta,pendiente,2025-04-20T22:26:29.816990
4d72e8fb-fcc7-40a3-b157-0e84d368901c,c766715a-10da-4cf4-917a-3747cf188e1a,otro,media,Incidencia tipo otro con severidad media,pendiente,2025-04-23T22:26:29.816990
552c1ca3-cd13-45f2-bc82-ce83722b3038,c08fd09a-1f23-46e5-9f7e-5429257ab501,problema_trafico,alta,Incidencia tipo problema_trafico con severidad alta,resuelta,2025-05-03T22:26:29.816990
cd746e96-89a5-4ec6-88a3-ece4b0bffa56,f4b974c1-42cf-4da4-afb9-a825fdaaba20,otro,baja,Incidencia tipo otro con severidad baja,resuelta,2025-04-22T22:26:29.816990
08aee0e5-1a59-4efd-b623-d9e00a2a7444,649e0848-6b49-44eb-8789-0d809666b598,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,en_proceso,2025-04-28T22:26:29.816990
4836b018-5890-4fd6-b164-bbc91dcc12ac,e764c338-2a6b-426d-8ed0-91a34094ded4,averia_vehiculo,critica,Incidencia tipo averia_vehiculo con severidad critica,resuelta,2025-04-14T22:26:29.816990
2695eb7d-13a2-4e64-8e69-2aede38cfc6b,a328977d-bb61-4d12-8e7d-5162ba7fd79a,accidente,media,Incidencia tipo accidente con severidad media,pendiente,2025-04-19T22:26:29.816990
05720d72-4b88-415e-a586-1447a1f3e993,d940159c-044b-457a-afac-ee1b8183a69a,otro,critica,Incidencia tipo otro con severidad critica,resuelta,2025-04-05T22:26:29.816990
cf5b6a6d-bf97-46da-aa32-5b8ee0857c09,cc20b19c-207e-4600-98f0-ef2ac00fc1e3,desvio_ruta,alta,Incidencia tipo desvio_ruta con severidad alta,resuelta,2025-04-06T22:26:29.816990
a800e8a0-ba2d-4701-bd91-e3cb050638b3,6c1a4600-f3cc-45ce-a62b-b9cb251c9d0a,retraso,critica,Incidencia tipo retraso con severidad critica,pendiente,2025-05-01T22:26:29.816990
6a357cdb-59ca-41c2-b123-0b75e1d07c81,81231f6b-eefa-4799-ab84-10bc5b95816f,problema_temperatura,baja,Incidencia tipo problema_temperatura con severidad baja,en_proceso,2025-04-08T22:26:29.816990
418ba0b9-cea9-4dc3-bbc7-765c5c9eb0eb,f5038762-cae0-4c25-b51d-d266df2853f0,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,en_proceso,2025-04-30T22:26:29.816990
9cbd26a0-7c49-457d-9727-40222fe0217e,a2a403e9-0948-496e-83aa-288f89d346c1,retraso,media,Incidencia tipo retraso con severidad media,pendiente,2025-04-09T22:26:29.816990
2a73298a-6d23-499c-8e6f-8c4c6e096366,09b02529-f01f-4bb5-bbfc-3107f61e3ff1,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,resuelta,2025-04-11T22:26:29.816990
6d9d0b6c-c5dc-416a-aedb-844a21316dcf,26bd1656-7731-4b31-99b5-5dca8fc40294,otro,alta,Incidencia tipo otro con severidad alta,resuelta,2025-04-24T22:26:29.816990
fd304864-284d-4fc6-b6ff-57880fc7b164,cccf0d55-53ac-40a8-b4c9-a62dd7e0abce,accidente,alta,Incidencia tipo accidente con severidad alta,resuelta,2025-04-12T22:26:29.816990
f09fb68b-a2c2-4646-bf20-2e7327f09363,c4375bf1-0bdb-46da-b6f3-0fcd11e886a4,accidente,baja,Incidencia tipo accidente con severidad baja,pendiente,2025-04-21T22:26:29.816990
7fc41b9a-e11a-4c62-ae59-93971401d776,e322f432-79a2-4bbc-a101-5c593b49cdad,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,resuelta,2025-04-19T22:26:29.816990
21f06332-94db-43a2-852f-73905a69ebd1,3050184a-0c8d-4bd5-9e33-c31c66618a96,otro,alta,Incidencia tipo otro con severidad alta,pendiente,2025-04-11T22:26:29.816990
21c1aa37-7f39-429a-8080-c469f4f0bac7,375e7209-a121-4ff4-b75e-45ce80fe163c,accidente,baja,Incidencia tipo accidente con severidad baja,resuelta,2025-04-16T22:26:29.816990
5a680460-020c-40a0-ad17-fb06df38fbf2,85a49a61-d2a7-4540-81a6-936ed35cec31,desvio_ruta,media,Incidencia tipo desvio_ruta con severidad media,en_proceso,2025-04-04T22:26:29.816990
aaf3b12a-8ad2-40d2-92ef-26fc43f42450,e02ec62a-8a7a-41e8-9520-21a4e013ae8b,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,pendiente,2025-04-07T22:26:29.816990
9a72fe28-7a0c-49f5-b297-bd03d486bfd9,944132af-59e4-422f-9a16-7b3a3fc8d60f,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,resuelta,2025-04-12T22:26:29.816990
7ac6da37-7bb5-4978-aa52-b72a5ee2473e,277938b3-730f-43aa-95b7-5d28035e8e90,apertura_no_autorizada,baja,Incidencia tipo apertura_no_autorizada con severidad baja,pendiente,2025-05-04T22:26:29.816990
338a71e3-4836-4138-91c7-3e3df51d9fc5,15648ce4-5bcb-4930-af70-50f0d9a344a7,accidente,alta,Incidencia tipo accidente con severidad alta,en_proceso,2025-04-17T22:26:29.816990
9c1e7994-e726-4623-acf2-a80ef6a6abfa,1e95d82d-1bf5-445e-b217-3d01d6fb8e0e,retraso,alta,Incidencia tipo retraso con severidad alta,en_proceso,2025-04-11T22:26:29.816990
14458bf2-88a5-4543-84b6-027adb2d6890,963c3852-3072-4b51-86b3-8af09770aab3,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,resuelta,2025-04-05T22:26:29.816990
52fc8613-5d1f-405f-9b13-a910de4b8792,8e33315d-9af2-4c37-81e9-e949de96fc97,problema_trafico,baja,Incidencia tipo problema_trafico con severidad baja,pendiente,2025-04-30T22:26:29.816990
e5bfd417-049f-46bd-bafa-ab9047d721b6,5687dc6b-03e4-4020-8ad6-965644b0f4ae,problema_trafico,baja,Incidencia tipo problema_trafico con severidad baja,pendiente,2025-04-04T22:26:29.816990
a40acd92-3660-4189-80b1-c5f6b04a198f,28b7c691-d190-48a5-a269-4bd9486d4611,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,en_proceso,2025-05-03T22:26:29.816990
6f8f32fd-510e-43d3-a348-a4a47addd697,81919ade-5dca-4b29-adb7-b53dc983b31e,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,pendiente,2025-04-15T22:26:29.816990
b2e61fa4-e45a-44f4-aac5-e6e901984479,40fa1e4d-7ee1-4832-86ce-eee42310cdf8,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,resuelta,2025-04-09T22:26:29.816990
693c7818-a575-40d9-b4d4-41f8f0cb4401,de43afe7-fd29-4b71-8d1b-8c62fd76a852,accidente,media,Incidencia tipo accidente con severidad media,en_proceso,2025-04-11T22:26:29.816990
4610a5cf-6c76-45fd-bb64-14e648ba301b,0c936876-45f4-4950-91b6-01656c2cb490,retraso,media,Incidencia tipo retraso con severidad media,en_proceso,2025-04-26T22:26:29.816990
5274c1a4-fc3a-4d9c-9a8d-9d4b65875683,d1c9a24d-004b-4032-bf81-31b5363c8684,otro,baja,Incidencia tipo otro con severidad baja,resuelta,2025-04-25T22:26:29.816990
7470e18e-33d7-4a4a-89c6-8b0b221dd976,dc4c2e21-f055-4bd1-a965-5539bab71e18,desvio_ruta,baja,Incidencia tipo desvio_ruta con severidad baja,pendiente,2025-04-09T22:26:29.816990
009fcd43-3571-4305-af70-82f3b49d2202,e28aed17-f9c5-4158-a114-613a1e06757b,otro,baja,Incidencia tipo otro con severidad baja,resuelta,2025-04-09T22:26:29.816990
81303171-cac9-47f5-893f-8065469f2c54,52c3ac1b-74e0-4486-81b9-3596e57984a8,apertura_no_autorizada,alta,Incidencia tipo apertura_no_autorizada con severidad alta,resuelta,2025-04-16T22:26:29.816990
d66380dd-2e6c-49c5-9808-b32f8784e7f2,c9601c6e-6f53-4b18-a502-3d02d6e8635d,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,en_proceso,2025-04-07T22:26:29.816990
a54c521c-7de2-48be-be56-572dc2d99919,0d66e351-4a5f-4c04-bd7f-f1b9c911e463,averia_vehiculo,alta,Incidencia tipo averia_vehiculo con severidad alta,pendiente,2025-05-02T22:26:29.816990
8b8c7837-8c9a-47d5-8ada-41d09caf47db,6f39f4f3-65cd-4d0f-b79f-bb8a55ebfa58,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,resuelta,2025-04-08T22:26:29.816990
d7f07284-588a-4e28-a820-d863b755f2ac,f891c80a-1d2a-481b-a59f-8ab9d3796dff,retraso,alta,Incidencia tipo retraso con severidad alta,en_proceso,2025-04-21T22:26:29.816990
08498102-c57e-417a-853f-6bbe7c2b457e,d0edb27a-67d9-4630-a85f-a0d5197d12e6,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,pendiente,2025-04-04T22:26:29.816990
801d82eb-9a55-4e57-91c6-ec29a3e20d87,5eccd7b6-7a3b-45c3-9fc1-05b8b778afe6,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,en_proceso,2025-04-19T22:26:29.816990
30c0361d-e7b5-410c-b383-ab9403aa7320,a0337a53-c430-464e-abfc-11dc97e7c963,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,en_proceso,2025-04-12T22:26:29.816990
d53e0f4a-9b8d-40c6-ad88-cb6600638a2d,c5987bc9-c798-48a6-ab08-4ee970b18ce4,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,resuelta,2025-04-16T22:26:29.816990
b1cc769d-09eb-492e-83ed-b0ae0918923a,0cdfca0b-2cb8-4c13-bd16-948a36f1f532,problema_trafico,critica,Incidencia tipo problema_trafico con severidad critica,resuelta,2025-04-21T22:26:29.816990
1a9d8a0c-5d1d-4d14-8f58-0c43ecadff67,4d45ce72-934d-435f-a0b0-f2efa1bff521,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,en_proceso,2025-04-21T22:26:29.816990
d44f936e-2ad4-4e33-a267-762b7661aad6,57fbd5c1-7336-46a1-b657-0c16ca370bda,otro,media,Incidencia tipo otro con severidad media,pendiente,2025-04-22T22:26:29.816990
96e66f08-967e-43bc-965a-b818516bd21b,0a3e282b-0c69-4487-89f5-9fd4a43fdbf7,accidente,media,Incidencia tipo accidente con severidad media,en_proceso,2025-05-04T22:26:29.816990
b9fba956-e563-4e6a-93a6-1d580b3aaf17,ba449dc0-50f8-43f0-a0dc-7d4562457990,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,resuelta,2025-05-03T22:26:29.816990
54029d16-fb23-419c-b80c-a375b23d333e,014e3bce-0bf3-463e-9955-4c5fce60e44d,desvio_ruta,alta,Incidencia tipo desvio_ruta con severidad alta,resuelta,2025-04-15T22:26:29.816990
ce70b9e3-2648-4eaf-8bc5-177c9f16efcb,2896939f-f3f1-4ca3-b180-ecc9dfc25d4c,retraso,baja,Incidencia tipo retraso con severidad baja,pendiente,2025-05-04T22:26:29.816990
216baf88-a21e-4fd0-99c0-5a2ed4bffee5,b8bc2cf9-1c32-4959-9745-419def66151a,problema_trafico,baja,Incidencia tipo problema_trafico con severidad baja,pendiente,2025-04-16T22:26:29.816990
3b981077-c3da-4e88-9fdc-c761b51d0185,a63259b2-7642-481d-af72-a87a4b4c1bac,otro,alta,Incidencia tipo otro con severidad alta,en_proceso,2025-04-24T22:26:29.816990
2adb5c6c-0f30-4560-9a0f-edeb137b562e,6ffa9d33-0644-4026-8065-fe4d2ae23530,retraso,baja,Incidencia tipo retraso con severidad baja,en_proceso,2025-04-20T22:26:29.816990
c3896de0-fa99-4167-adad-5fedc121dbc1,92876802-9b8c-4ea4-8581-46f65b6dce49,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,pendiente,2025-04-06T22:26:29.816990
c8f64666-69ee-4a6d-a6db-3f29e3c2c005,74acb9cc-c1d1-4a49-900b-6039ccb4d97e,averia_vehiculo,media,Incidencia tipo averia_vehiculo con severidad media,en_proceso,2025-04-18T22:26:29.816990
4254c47f-b6ee-498c-9618-9c46cc1567db,8df5782d-2375-4a2c-b055-520b0fd17afc,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,en_proceso,2025-04-15T22:26:29.816990
c58c3a8f-ce2c-4dce-8039-30255d7941e3,e16666b4-2a65-47eb-853c-75442c39d19d,problema_temperatura,critica,Incidencia tipo problema_temperatura con severidad critica,en_proceso,2025-04-24T22:26:29.816990
a76bbc91-1dab-4a11-9c5c-2040889900b6,4bb75e38-cfc6-4fcc-808c-a0dc7a82f77c,apertura_no_autorizada,media,Incidencia tipo apertura_no_autorizada con severidad media,resuelta,2025-04-11T22:26:29.816990
d601d5a8-68b4-4a84-aa17-099166c34fff,bb9e776e-6293-4144-bbef-716c0aa83a0c,problema_temperatura,media,Incidencia tipo problema_temperatura con severidad media,pendiente,2025-04-05T22:26:29.816990
43df64f7-f2d9-4af8-8ed8-a24452920ac5,c452a661-9d49-4ecc-bf3c-778abc3645c2,averia_vehiculo,baja,Incidencia tipo averia_vehiculo con severidad baja,pendiente,2025-04-25T22:26:29.816990
4eb189cf-b348-4dab-8930-d0a1ef84c859,70f5c130-4ae9-4eb5-93e9-95a4e77371e3,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,resuelta,2025-04-08T22:26:29.816990
2e4016fa-c2fb-47db-b3c0-ff44a8330315,468d31ea-a1dc-4975-94af-effc9da6a939,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,pendiente,2025-04-25T22:26:29.816990
52e2d253-c9f4-4b05-8525-8f6f5fb03aa3,f54b703e-87e6-487c-bc13-e85ddf20adb5,apertura_no_autorizada,critica,Incidencia tipo apertura_no_autorizada con severidad critica,en_proceso,2025-04-07T22:26:29.816990
7c525ae8-981c-4980-af53-8592f2d578c7,c4ad5c65-79da-4a44-a4f5-dc78bbdd7f98,clima_adverso,media,Incidencia tipo clima_adverso con severidad media,en_proceso,2025-04-04T22:26:29.816990
63f6a997-9bbd-4d83-9c35-e4189a2e6546,bbd9b859-6f23-49ca-bdff-d770757e026a,clima_adverso,critica,Incidencia tipo clima_adverso con severidad critica,en_proceso,2025-04-13T22:26:29.816990
05ce62d3-85c4-4a14-8937-680cd2fb364a,5b9ec37f-2e49-40be-9601-5377cf7b724f,desvio_ruta,baja,Incidencia tipo desvio_ruta con severidad baja,en_proceso,2025-04-25T22:26:29.816990
dba84509-15bb-48ba-914b-0f66b75cf604,a56dff65-5e40-41e1-8f2c-51fff4779114,retraso,baja,Incidencia tipo retraso con severidad baja,resuelta,2025-04-14T22:26:29.816990
d771eff5-502b-4ce3-84c7-8a5cfb17645f,a173041b-5fc4-48d5-8700-b8a19a557634,accidente,critica,Incidencia tipo accidente con severidad critica,resuelta,2025-05-02T22:26:29.816990
4913ee6d-4288-486a-b105-16865fb053b1,ca1b524e-e7e0-42a7-9e8f-9a881835718e,apertura_no_autorizada,alta,Incidencia tipo apertura_no_autorizada con severidad alta,pendiente,2025-04-28T22:26:29.816990
03d5dd8a-b56a-455d-a869-6dd8642f64e3,08d49566-0fb0-48d3-bc6f-6b991d47af6e,otro,critica,Incidencia tipo otro con severidad critica,resuelta,2025-04-05T22:26:29.816990
03565535-bc8d-42ac-b787-f4e6c5cc092d,63b4a856-456f-4998-85ec-a9c373879589,averia_vehiculo,critica,Incidencia tipo averia_vehiculo con severidad critica,en_proceso,2025-04-12T22:26:29.816990
ec8cc90a-8a21-4ada-a9ab-926387a4937f,8feeded4-8524-4aea-b575-24ab42fc250c,problema_trafico,media,Incidencia tipo problema_trafico con severidad media,pendiente,2025-04-04T22:26:29.816990
7e1f5505-61ae-41c9-94d7-1e7d7fc20595,a172fdfe-87d4-4e23-8f3f-05f21f1f3145,otro,media,Incidencia tipo otro con severidad media,resuelta,2025-04-23T22:26:29.816990
b8788b87-8f72-4079-842c-1b8ed09f11f0,85c0b961-a3b9-4f32-878b-42daab58ccda,otro,baja,Incidencia tipo otro con severidad baja,resuelta,2025-04-22T22:26:29.816990
27ada850-d870-4620-9b33-2d43fdf2d1e8,c2741934-a58e-402c-a693-d682daed8282,problema_temperatura,alta,Incidencia tipo problema_temperatura con severidad alta,en_proceso,2025-04-20T22:26:29.816990
